from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_route_id,to_route_id,from_trip_id,to_trip_id
REG_454081,REG_355501,2,426,0,0,0,0
REG_355501,REG_454081,2,426,0,0,0,0
REG_454081,REG_498901,2,431,0,0,0,0
REG_498901,REG_454081,2,431,0,0,0,0
REG_269649,REG_488212,2,775,0,0,0,0
REG_488212,REG_269649,2,775,0,0,0,0
REG_269649,REG_59565,2,797,0,0,0,0
REG_59565,REG_269649,2,797,0,0,0,0
REG_269649,REG_355501,2,281,0,0,0,0
REG_355501,REG_269649,2,281,0,0,0,0
REG_269649,REG_498901,2,284,0,0,0,0
REG_498901,REG_269649,2,284,0,0,0,0
REG_290138,REG_488212,2,212,0,0,0,0
REG_488212,REG_290138,2,212,0,0,0,0
REG_290138,REG_59565,2,168,0,0,0,0
REG_59565,REG_290138,2,168,0,0,0,0
REG_488212,REG_59565,2,48,0,0,0,0
REG_59565,REG_488212,2,48,0,0,0,0
REG_355501,REG_498901,2,71,0,0,0,0
REG_498901,REG_355501,2,71,0,0,0,0
REG_58028,REG_282675,2,298,0,0,0,0
REG_282675,REG_58028,2,298,0,0,0,0
REG_386643,REG_100599,2,30,0,0,0,0
REG_100599,REG_386643,2,30,0,0,0,0
REG_661550,REG_13350,2,17,0,0,0,0
REG_13350,REG_661550,2,17,0,0,0,0
REG_180292,REG_419198,2,1,0,0,0,0
REG_419198,REG_180292,2,1,0,0,0,0
REG_239487,REG_94152,2,0,0,0,0,0
REG_94152,REG_239487,2,0,0,0,0,0
REG_445234,REG_348885,2,23,0,0,0,0
REG_348885,REG_445234,2,23,0,0,0,0
REG_386426,REG_309153,2,19,0,0,0,0
REG_309153,REG_386426,2,19,0,0,0,0
REG_1514,REG_273694,2,9,0,0,0,0
REG_273694,REG_1514,2,9,0,0,0,0
REG_1514,REG_112196,2,106,0,0,0,0
REG_112196,REG_1514,2,106,0,0,0,0
REG_273694,REG_112196,2,106,0,0,0,0
REG_112196,REG_273694,2,106,0,0,0,0
REG_218699,REG_284600,2,1,0,0,0,0
REG_284600,REG_218699,2,1,0,0,0,0
REG_540338,REG_71370,2,1,0,0,0,0
REG_71370,REG_540338,2,1,0,0,0,0
REG_98096,REG_651578,2,13,0,0,0,0
REG_651578,REG_98096,2,13,0,0,0,0
REG_185339,REG_487608,2,1,0,0,0,0
REG_487608,REG_185339,2,1,0,0,0,0
REG_185339,REG_198463,2,49,0,0,0,0
REG_198463,REG_185339,2,49,0,0,0,0
REG_185339,REG_410543,2,49,0,0,0,0
REG_410543,REG_185339,2,49,0,0,0,0
REG_185339,REG_138651,2,202,0,0,0,0
REG_138651,REG_185339,2,202,0,0,0,0
REG_185339,REG_345958,2,202,0,0,0,0
REG_345958,REG_185339,2,202,0,0,0,0
REG_185339,REG_644461,2,708,0,0,0,0
REG_644461,REG_185339,2,708,0,0,0,0
REG_185339,REG_627983,2,708,0,0,0,0
REG_627983,REG_185339,2,708,0,0,0,0
REG_185339,REG_431712,2,550,0,0,0,0
REG_431712,REG_185339,2,550,0,0,0,0
REG_185339,REG_569772,2,550,0,0,0,0
REG_569772,REG_185339,2,550,0,0,0,0
REG_185339,REG_295393,2,307,0,0,0,0
REG_295393,REG_185339,2,307,0,0,0,0
REG_185339,REG_457256,2,307,0,0,0,0
REG_457256,REG_185339,2,307,0,0,0,0
REG_487608,REG_198463,2,50,0,0,0,0
REG_198463,REG_487608,2,50,0,0,0,0
REG_487608,REG_410543,2,50,0,0,0,0
REG_410543,REG_487608,2,50,0,0,0,0
REG_487608,REG_138651,2,202,0,0,0,0
REG_138651,REG_487608,2,202,0,0,0,0
REG_487608,REG_345958,2,202,0,0,0,0
REG_345958,REG_487608,2,202,0,0,0,0
REG_487608,REG_644461,2,708,0,0,0,0
REG_644461,REG_487608,2,708,0,0,0,0
REG_487608,REG_627983,2,708,0,0,0,0
REG_627983,REG_487608,2,708,0,0,0,0
REG_487608,REG_431712,2,550,0,0,0,0
REG_431712,REG_487608,2,550,0,0,0,0
REG_487608,REG_569772,2,550,0,0,0,0
REG_569772,REG_487608,2,550,0,0,0,0
REG_487608,REG_295393,2,307,0,0,0,0
REG_295393,REG_487608,2,307,0,0,0,0
REG_487608,REG_457256,2,307,0,0,0,0
REG_457256,REG_487608,2,307,0,0,0,0
REG_673350,REG_637290,2,12,0,0,0,0
REG_637290,REG_673350,2,12,0,0,0,0
REG_384300,REG_419890,2,1,0,0,0,0
REG_419890,REG_384300,2,1,0,0,0,0
REG_223751,REG_312698,2,1,0,0,0,0
REG_312698,REG_223751,2,1,0,0,0,0
REG_427578,REG_29702,2,1,0,0,0,0
REG_29702,REG_427578,2,1,0,0,0,0
REG_431011,REG_276269,2,31,0,0,0,0
REG_276269,REG_431011,2,31,0,0,0,0
REG_431011,REG_584522,2,701,0,0,0,0
REG_584522,REG_431011,2,701,0,0,0,0
REG_431011,REG_150744,2,701,0,0,0,0
REG_150744,REG_431011,2,701,0,0,0,0
REG_431011,REG_507152,2,432,0,0,0,0
REG_507152,REG_431011,2,432,0,0,0,0
REG_431011,REG_299495,2,432,0,0,0,0
REG_299495,REG_431011,2,432,0,0,0,0
REG_431011,REG_51206,2,334,0,0,0,0
REG_51206,REG_431011,2,334,0,0,0,0
REG_431011,REG_466467,2,334,0,0,0,0
REG_466467,REG_431011,2,334,0,0,0,0
REG_431011,REG_240369,2,691,0,0,0,0
REG_240369,REG_431011,2,691,0,0,0,0
REG_431011,REG_27662,2,691,0,0,0,0
REG_27662,REG_431011,2,691,0,0,0,0
REG_431011,REG_678250,2,780,0,0,0,0
REG_678250,REG_431011,2,780,0,0,0,0
REG_431011,REG_111239,2,780,0,0,0,0
REG_111239,REG_431011,2,780,0,0,0,0
REG_431011,REG_347651,2,9,0,0,0,0
REG_347651,REG_431011,2,9,0,0,0,0
REG_431011,REG_571726,2,9,0,0,0,0
REG_571726,REG_431011,2,9,0,0,0,0
REG_431011,REG_101266,2,1,0,0,0,0
REG_101266,REG_431011,2,1,0,0,0,0
REG_431011,REG_339068,2,1,0,0,0,0
REG_339068,REG_431011,2,1,0,0,0,0
REG_276269,REG_584522,2,674,0,0,0,0
REG_584522,REG_276269,2,674,0,0,0,0
REG_276269,REG_150744,2,674,0,0,0,0
REG_150744,REG_276269,2,674,0,0,0,0
REG_276269,REG_507152,2,403,0,0,0,0
REG_507152,REG_276269,2,403,0,0,0,0
REG_276269,REG_299495,2,403,0,0,0,0
REG_299495,REG_276269,2,403,0,0,0,0
REG_276269,REG_51206,2,303,0,0,0,0
REG_51206,REG_276269,2,303,0,0,0,0
REG_276269,REG_466467,2,303,0,0,0,0
REG_466467,REG_276269,2,303,0,0,0,0
REG_276269,REG_240369,2,721,0,0,0,0
REG_240369,REG_276269,2,721,0,0,0,0
REG_276269,REG_27662,2,721,0,0,0,0
REG_27662,REG_276269,2,721,0,0,0,0
REG_276269,REG_678250,2,810,0,0,0,0
REG_678250,REG_276269,2,810,0,0,0,0
REG_276269,REG_111239,2,810,0,0,0,0
REG_111239,REG_276269,2,810,0,0,0,0
REG_276269,REG_347651,2,31,0,0,0,0
REG_347651,REG_276269,2,31,0,0,0,0
REG_276269,REG_571726,2,31,0,0,0,0
REG_571726,REG_276269,2,31,0,0,0,0
REG_276269,REG_101266,2,31,0,0,0,0
REG_101266,REG_276269,2,31,0,0,0,0
REG_276269,REG_339068,2,31,0,0,0,0
REG_339068,REG_276269,2,31,0,0,0,0
REG_576535,REG_82305,2,0,0,0,0,0
REG_82305,REG_576535,2,0,0,0,0,0
REG_576535,REG_452622,2,251,0,0,0,0
REG_452622,REG_576535,2,251,0,0,0,0
REG_576535,REG_443156,2,251,0,0,0,0
REG_443156,REG_576535,2,251,0,0,0,0
REG_576535,REG_338122,2,708,0,0,0,0
REG_338122,REG_576535,2,708,0,0,0,0
REG_576535,REG_543848,2,708,0,0,0,0
REG_543848,REG_576535,2,708,0,0,0,0
REG_576535,REG_140821,2,348,0,0,0,0
REG_140821,REG_576535,2,348,0,0,0,0
REG_576535,REG_330193,2,348,0,0,0,0
REG_330193,REG_576535,2,348,0,0,0,0
REG_576535,REG_11960,2,673,0,0,0,0
REG_11960,REG_576535,2,673,0,0,0,0
REG_576535,REG_30196,2,673,0,0,0,0
REG_30196,REG_576535,2,673,0,0,0,0
REG_576535,REG_324171,2,579,0,0,0,0
REG_324171,REG_576535,2,579,0,0,0,0
REG_576535,REG_554705,2,579,0,0,0,0
REG_554705,REG_576535,2,579,0,0,0,0
REG_576535,REG_394276,2,450,0,0,0,0
REG_394276,REG_576535,2,450,0,0,0,0
REG_576535,REG_379702,2,450,0,0,0,0
REG_379702,REG_576535,2,450,0,0,0,0
REG_82305,REG_452622,2,251,0,0,0,0
REG_452622,REG_82305,2,251,0,0,0,0
REG_82305,REG_443156,2,251,0,0,0,0
REG_443156,REG_82305,2,251,0,0,0,0
REG_82305,REG_338122,2,708,0,0,0,0
REG_338122,REG_82305,2,708,0,0,0,0
REG_82305,REG_543848,2,708,0,0,0,0
REG_543848,REG_82305,2,708,0,0,0,0
REG_82305,REG_140821,2,348,0,0,0,0
REG_140821,REG_82305,2,348,0,0,0,0
REG_82305,REG_330193,2,348,0,0,0,0
REG_330193,REG_82305,2,348,0,0,0,0
REG_82305,REG_11960,2,673,0,0,0,0
REG_11960,REG_82305,2,673,0,0,0,0
REG_82305,REG_30196,2,673,0,0,0,0
REG_30196,REG_82305,2,673,0,0,0,0
REG_82305,REG_324171,2,579,0,0,0,0
REG_324171,REG_82305,2,579,0,0,0,0
REG_82305,REG_554705,2,579,0,0,0,0
REG_554705,REG_82305,2,579,0,0,0,0
REG_82305,REG_394276,2,450,0,0,0,0
REG_394276,REG_82305,2,450,0,0,0,0
REG_82305,REG_379702,2,450,0,0,0,0
REG_379702,REG_82305,2,450,0,0,0,0
REG_452622,REG_443156,2,0,0,0,0,0
REG_443156,REG_452622,2,0,0,0,0,0
REG_452622,REG_338122,2,470,0,0,0,0
REG_338122,REG_452622,2,470,0,0,0,0
REG_452622,REG_543848,2,470,0,0,0,0
REG_543848,REG_452622,2,470,0,0,0,0
REG_452622,REG_140821,2,552,0,0,0,0
REG_140821,REG_452622,2,552,0,0,0,0
REG_452622,REG_330193,2,552,0,0,0,0
REG_330193,REG_452622,2,552,0,0,0,0
REG_452622,REG_11960,2,709,0,0,0,0
REG_11960,REG_452622,2,709,0,0,0,0
REG_452622,REG_30196,2,709,0,0,0,0
REG_30196,REG_452622,2,709,0,0,0,0
REG_452622,REG_324171,2,696,0,0,0,0
REG_324171,REG_452622,2,696,0,0,0,0
REG_452622,REG_554705,2,696,0,0,0,0
REG_554705,REG_452622,2,696,0,0,0,0
REG_452622,REG_394276,2,640,0,0,0,0
REG_394276,REG_452622,2,640,0,0,0,0
REG_452622,REG_379702,2,640,0,0,0,0
REG_379702,REG_452622,2,640,0,0,0,0
REG_443156,REG_338122,2,470,0,0,0,0
REG_338122,REG_443156,2,470,0,0,0,0
REG_443156,REG_543848,2,470,0,0,0,0
REG_543848,REG_443156,2,470,0,0,0,0
REG_443156,REG_140821,2,552,0,0,0,0
REG_140821,REG_443156,2,552,0,0,0,0
REG_443156,REG_330193,2,552,0,0,0,0
REG_330193,REG_443156,2,552,0,0,0,0
REG_443156,REG_11960,2,709,0,0,0,0
REG_11960,REG_443156,2,709,0,0,0,0
REG_443156,REG_30196,2,709,0,0,0,0
REG_30196,REG_443156,2,709,0,0,0,0
REG_443156,REG_324171,2,696,0,0,0,0
REG_324171,REG_443156,2,696,0,0,0,0
REG_443156,REG_554705,2,696,0,0,0,0
REG_554705,REG_443156,2,696,0,0,0,0
REG_443156,REG_394276,2,640,0,0,0,0
REG_394276,REG_443156,2,640,0,0,0,0
REG_443156,REG_379702,2,640,0,0,0,0
REG_379702,REG_443156,2,640,0,0,0,0
REG_338122,REG_543848,2,0,0,0,0,0
REG_543848,REG_338122,2,0,0,0,0,0
REG_338122,REG_602300,2,568,0,0,0,0
REG_602300,REG_338122,2,568,0,0,0,0
REG_338122,REG_88845,2,568,0,0,0,0
REG_88845,REG_338122,2,568,0,0,0,0
REG_543848,REG_602300,2,568,0,0,0,0
REG_602300,REG_543848,2,568,0,0,0,0
REG_543848,REG_88845,2,568,0,0,0,0
REG_88845,REG_543848,2,568,0,0,0,0
REG_602300,REG_88845,2,0,0,0,0,0
REG_88845,REG_602300,2,0,0,0,0,0
REG_602300,REG_75503,2,301,0,0,0,0
REG_75503,REG_602300,2,301,0,0,0,0
REG_602300,REG_501070,2,301,0,0,0,0
REG_501070,REG_602300,2,301,0,0,0,0
REG_602300,REG_665139,2,562,0,0,0,0
REG_665139,REG_602300,2,562,0,0,0,0
REG_602300,REG_3104,2,562,0,0,0,0
REG_3104,REG_602300,2,562,0,0,0,0
REG_88845,REG_75503,2,301,0,0,0,0
REG_75503,REG_88845,2,301,0,0,0,0
REG_88845,REG_501070,2,301,0,0,0,0
REG_501070,REG_88845,2,301,0,0,0,0
REG_88845,REG_665139,2,562,0,0,0,0
REG_665139,REG_88845,2,562,0,0,0,0
REG_88845,REG_3104,2,562,0,0,0,0
REG_3104,REG_88845,2,562,0,0,0,0
REG_75503,REG_501070,2,0,0,0,0,0
REG_501070,REG_75503,2,0,0,0,0,0
REG_75503,REG_665139,2,286,0,0,0,0
REG_665139,REG_75503,2,286,0,0,0,0
REG_75503,REG_3104,2,286,0,0,0,0
REG_3104,REG_75503,2,286,0,0,0,0
REG_75503,REG_477799,2,563,0,0,0,0
REG_477799,REG_75503,2,563,0,0,0,0
REG_75503,REG_61738,2,563,0,0,0,0
REG_61738,REG_75503,2,563,0,0,0,0
REG_501070,REG_665139,2,286,0,0,0,0
REG_665139,REG_501070,2,286,0,0,0,0
REG_501070,REG_3104,2,286,0,0,0,0
REG_3104,REG_501070,2,286,0,0,0,0
REG_501070,REG_477799,2,563,0,0,0,0
REG_477799,REG_501070,2,563,0,0,0,0
REG_501070,REG_61738,2,563,0,0,0,0
REG_61738,REG_501070,2,563,0,0,0,0
REG_665139,REG_3104,2,0,0,0,0,0
REG_3104,REG_665139,2,0,0,0,0,0
REG_665139,REG_477799,2,314,0,0,0,0
REG_477799,REG_665139,2,314,0,0,0,0
REG_665139,REG_61738,2,314,0,0,0,0
REG_61738,REG_665139,2,314,0,0,0,0
REG_665139,REG_624174,2,548,0,0,0,0
REG_624174,REG_665139,2,548,0,0,0,0
REG_665139,REG_606035,2,548,0,0,0,0
REG_606035,REG_665139,2,548,0,0,0,0
REG_665139,REG_486193,2,804,0,0,0,0
REG_486193,REG_665139,2,804,0,0,0,0
REG_665139,REG_176002,2,804,0,0,0,0
REG_176002,REG_665139,2,804,0,0,0,0
REG_3104,REG_477799,2,314,0,0,0,0
REG_477799,REG_3104,2,314,0,0,0,0
REG_3104,REG_61738,2,314,0,0,0,0
REG_61738,REG_3104,2,314,0,0,0,0
REG_3104,REG_624174,2,548,0,0,0,0
REG_624174,REG_3104,2,548,0,0,0,0
REG_3104,REG_606035,2,548,0,0,0,0
REG_606035,REG_3104,2,548,0,0,0,0
REG_3104,REG_486193,2,804,0,0,0,0
REG_486193,REG_3104,2,804,0,0,0,0
REG_3104,REG_176002,2,804,0,0,0,0
REG_176002,REG_3104,2,804,0,0,0,0
REG_477799,REG_61738,2,0,0,0,0,0
REG_61738,REG_477799,2,0,0,0,0,0
REG_477799,REG_624174,2,274,0,0,0,0
REG_624174,REG_477799,2,274,0,0,0,0
REG_477799,REG_606035,2,274,0,0,0,0
REG_606035,REG_477799,2,274,0,0,0,0
REG_477799,REG_486193,2,561,0,0,0,0
REG_486193,REG_477799,2,561,0,0,0,0
REG_477799,REG_176002,2,561,0,0,0,0
REG_176002,REG_477799,2,561,0,0,0,0
REG_477799,REG_568214,2,616,0,0,0,0
REG_568214,REG_477799,2,616,0,0,0,0
REG_477799,REG_124549,2,616,0,0,0,0
REG_124549,REG_477799,2,616,0,0,0,0
REG_61738,REG_624174,2,274,0,0,0,0
REG_624174,REG_61738,2,274,0,0,0,0
REG_61738,REG_606035,2,274,0,0,0,0
REG_606035,REG_61738,2,274,0,0,0,0
REG_61738,REG_486193,2,561,0,0,0,0
REG_486193,REG_61738,2,561,0,0,0,0
REG_61738,REG_176002,2,561,0,0,0,0
REG_176002,REG_61738,2,561,0,0,0,0
REG_61738,REG_568214,2,616,0,0,0,0
REG_568214,REG_61738,2,616,0,0,0,0
REG_61738,REG_124549,2,616,0,0,0,0
REG_124549,REG_61738,2,616,0,0,0,0
REG_624174,REG_606035,2,0,0,0,0,0
REG_606035,REG_624174,2,0,0,0,0,0
REG_624174,REG_486193,2,290,0,0,0,0
REG_486193,REG_624174,2,290,0,0,0,0
REG_624174,REG_176002,2,290,0,0,0,0
REG_176002,REG_624174,2,290,0,0,0,0
REG_624174,REG_568214,2,366,0,0,0,0
REG_568214,REG_624174,2,366,0,0,0,0
REG_624174,REG_124549,2,366,0,0,0,0
REG_124549,REG_624174,2,366,0,0,0,0
REG_624174,REG_622081,2,741,0,0,0,0
REG_622081,REG_624174,2,741,0,0,0,0
REG_624174,REG_511834,2,741,0,0,0,0
REG_511834,REG_624174,2,741,0,0,0,0
REG_606035,REG_486193,2,290,0,0,0,0
REG_486193,REG_606035,2,290,0,0,0,0
REG_606035,REG_176002,2,290,0,0,0,0
REG_176002,REG_606035,2,290,0,0,0,0
REG_606035,REG_568214,2,366,0,0,0,0
REG_568214,REG_606035,2,366,0,0,0,0
REG_606035,REG_124549,2,366,0,0,0,0
REG_124549,REG_606035,2,366,0,0,0,0
REG_606035,REG_622081,2,741,0,0,0,0
REG_622081,REG_606035,2,741,0,0,0,0
REG_606035,REG_511834,2,741,0,0,0,0
REG_511834,REG_606035,2,741,0,0,0,0
REG_486193,REG_176002,2,0,0,0,0,0
REG_176002,REG_486193,2,0,0,0,0,0
REG_486193,REG_568214,2,252,0,0,0,0
REG_568214,REG_486193,2,252,0,0,0,0
REG_486193,REG_124549,2,252,0,0,0,0
REG_124549,REG_486193,2,252,0,0,0,0
REG_486193,REG_622081,2,597,0,0,0,0
REG_622081,REG_486193,2,597,0,0,0,0
REG_486193,REG_511834,2,597,0,0,0,0
REG_511834,REG_486193,2,597,0,0,0,0
REG_486193,REG_107130,2,636,0,0,0,0
REG_107130,REG_486193,2,636,0,0,0,0
REG_486193,REG_179246,2,636,0,0,0,0
REG_179246,REG_486193,2,636,0,0,0,0
REG_176002,REG_568214,2,252,0,0,0,0
REG_568214,REG_176002,2,252,0,0,0,0
REG_176002,REG_124549,2,252,0,0,0,0
REG_124549,REG_176002,2,252,0,0,0,0
REG_176002,REG_622081,2,597,0,0,0,0
REG_622081,REG_176002,2,597,0,0,0,0
REG_176002,REG_511834,2,597,0,0,0,0
REG_511834,REG_176002,2,597,0,0,0,0
REG_176002,REG_107130,2,636,0,0,0,0
REG_107130,REG_176002,2,636,0,0,0,0
REG_176002,REG_179246,2,636,0,0,0,0
REG_179246,REG_176002,2,636,0,0,0,0
REG_568214,REG_124549,2,0,0,0,0,0
REG_124549,REG_568214,2,0,0,0,0,0
REG_568214,REG_622081,2,380,0,0,0,0
REG_622081,REG_568214,2,380,0,0,0,0
REG_568214,REG_511834,2,380,0,0,0,0
REG_511834,REG_568214,2,380,0,0,0,0
REG_568214,REG_107130,2,592,0,0,0,0
REG_107130,REG_568214,2,592,0,0,0,0
REG_568214,REG_179246,2,592,0,0,0,0
REG_179246,REG_568214,2,592,0,0,0,0
REG_124549,REG_622081,2,380,0,0,0,0
REG_622081,REG_124549,2,380,0,0,0,0
REG_124549,REG_511834,2,380,0,0,0,0
REG_511834,REG_124549,2,380,0,0,0,0
REG_124549,REG_107130,2,592,0,0,0,0
REG_107130,REG_124549,2,592,0,0,0,0
REG_124549,REG_179246,2,592,0,0,0,0
REG_179246,REG_124549,2,592,0,0,0,0
REG_622081,REG_511834,2,0,0,0,0,0
REG_511834,REG_622081,2,0,0,0,0,0
REG_622081,REG_107130,2,473,0,0,0,0
REG_107130,REG_622081,2,473,0,0,0,0
REG_622081,REG_179246,2,473,0,0,0,0
REG_179246,REG_622081,2,473,0,0,0,0
REG_622081,REG_14052,2,644,0,0,0,0
REG_14052,REG_622081,2,644,0,0,0,0
REG_622081,REG_645292,2,644,0,0,0,0
REG_645292,REG_622081,2,644,0,0,0,0
REG_511834,REG_107130,2,473,0,0,0,0
REG_107130,REG_511834,2,473,0,0,0,0
REG_511834,REG_179246,2,473,0,0,0,0
REG_179246,REG_511834,2,473,0,0,0,0
REG_511834,REG_14052,2,644,0,0,0,0
REG_14052,REG_511834,2,644,0,0,0,0
REG_511834,REG_645292,2,644,0,0,0,0
REG_645292,REG_511834,2,644,0,0,0,0
REG_107130,REG_179246,2,0,0,0,0,0
REG_179246,REG_107130,2,0,0,0,0,0
REG_107130,REG_14052,2,236,0,0,0,0
REG_14052,REG_107130,2,236,0,0,0,0
REG_107130,REG_645292,2,236,0,0,0,0
REG_645292,REG_107130,2,236,0,0,0,0
REG_107130,REG_680046,2,670,0,0,0,0
REG_680046,REG_107130,2,670,0,0,0,0
REG_107130,REG_216241,2,667,0,0,0,0
REG_216241,REG_107130,2,667,0,0,0,0
REG_107130,REG_319513,2,670,0,0,0,0
REG_319513,REG_107130,2,670,0,0,0,0
REG_107130,REG_673543,2,670,0,0,0,0
REG_673543,REG_107130,2,670,0,0,0,0
REG_179246,REG_14052,2,236,0,0,0,0
REG_14052,REG_179246,2,236,0,0,0,0
REG_179246,REG_645292,2,236,0,0,0,0
REG_645292,REG_179246,2,236,0,0,0,0
REG_179246,REG_680046,2,670,0,0,0,0
REG_680046,REG_179246,2,670,0,0,0,0
REG_179246,REG_216241,2,667,0,0,0,0
REG_216241,REG_179246,2,667,0,0,0,0
REG_179246,REG_319513,2,670,0,0,0,0
REG_319513,REG_179246,2,670,0,0,0,0
REG_179246,REG_673543,2,670,0,0,0,0
REG_673543,REG_179246,2,670,0,0,0,0
REG_14052,REG_645292,2,0,0,0,0,0
REG_645292,REG_14052,2,0,0,0,0,0
REG_14052,REG_680046,2,468,0,0,0,0
REG_680046,REG_14052,2,468,0,0,0,0
REG_14052,REG_216241,2,465,0,0,0,0
REG_216241,REG_14052,2,465,0,0,0,0
REG_14052,REG_319513,2,468,0,0,0,0
REG_319513,REG_14052,2,468,0,0,0,0
REG_14052,REG_673543,2,468,0,0,0,0
REG_673543,REG_14052,2,468,0,0,0,0
REG_645292,REG_680046,2,468,0,0,0,0
REG_680046,REG_645292,2,468,0,0,0,0
REG_645292,REG_216241,2,465,0,0,0,0
REG_216241,REG_645292,2,465,0,0,0,0
REG_645292,REG_319513,2,468,0,0,0,0
REG_319513,REG_645292,2,468,0,0,0,0
REG_645292,REG_673543,2,468,0,0,0,0
REG_673543,REG_645292,2,468,0,0,0,0
REG_140821,REG_330193,2,0,0,0,0,0
REG_330193,REG_140821,2,0,0,0,0,0
REG_140821,REG_153991,2,686,0,0,0,0
REG_153991,REG_140821,2,686,0,0,0,0
REG_140821,REG_158235,2,686,0,0,0,0
REG_158235,REG_140821,2,686,0,0,0,0
REG_140821,REG_11960,2,500,0,0,0,0
REG_11960,REG_140821,2,500,0,0,0,0
REG_140821,REG_30196,2,500,0,0,0,0
REG_30196,REG_140821,2,500,0,0,0,0
REG_140821,REG_324171,2,311,0,0,0,0
REG_324171,REG_140821,2,311,0,0,0,0
REG_140821,REG_554705,2,311,0,0,0,0
REG_554705,REG_140821,2,311,0,0,0,0
REG_140821,REG_394276,2,106,0,0,0,0
REG_394276,REG_140821,2,106,0,0,0,0
REG_140821,REG_379702,2,106,0,0,0,0
REG_379702,REG_140821,2,106,0,0,0,0
REG_330193,REG_153991,2,686,0,0,0,0
REG_153991,REG_330193,2,686,0,0,0,0
REG_330193,REG_158235,2,686,0,0,0,0
REG_158235,REG_330193,2,686,0,0,0,0
REG_330193,REG_11960,2,500,0,0,0,0
REG_11960,REG_330193,2,500,0,0,0,0
REG_330193,REG_30196,2,500,0,0,0,0
REG_30196,REG_330193,2,500,0,0,0,0
REG_330193,REG_324171,2,311,0,0,0,0
REG_324171,REG_330193,2,311,0,0,0,0
REG_330193,REG_554705,2,311,0,0,0,0
REG_554705,REG_330193,2,311,0,0,0,0
REG_330193,REG_394276,2,106,0,0,0,0
REG_394276,REG_330193,2,106,0,0,0,0
REG_330193,REG_379702,2,106,0,0,0,0
REG_379702,REG_330193,2,106,0,0,0,0
REG_260779,REG_167830,2,0,0,0,0,0
REG_167830,REG_260779,2,0,0,0,0,0
REG_260779,REG_15737,2,350,0,0,0,0
REG_15737,REG_260779,2,350,0,0,0,0
REG_260779,REG_378132,2,350,0,0,0,0
REG_378132,REG_260779,2,350,0,0,0,0
REG_260779,REG_90197,2,399,0,0,0,0
REG_90197,REG_260779,2,399,0,0,0,0
REG_260779,REG_362243,2,399,0,0,0,0
REG_362243,REG_260779,2,399,0,0,0,0
REG_260779,REG_247305,2,400,0,0,0,0
REG_247305,REG_260779,2,400,0,0,0,0
REG_260779,REG_495463,2,400,0,0,0,0
REG_495463,REG_260779,2,400,0,0,0,0
REG_260779,REG_375443,2,403,0,0,0,0
REG_375443,REG_260779,2,403,0,0,0,0
REG_260779,REG_361383,2,403,0,0,0,0
REG_361383,REG_260779,2,403,0,0,0,0
REG_260779,REG_68763,2,669,0,0,0,0
REG_68763,REG_260779,2,669,0,0,0,0
REG_260779,REG_504177,2,669,0,0,0,0
REG_504177,REG_260779,2,669,0,0,0,0
REG_260779,REG_495221,2,13,0,0,0,0
REG_495221,REG_260779,2,13,0,0,0,0
REG_260779,REG_93557,2,13,0,0,0,0
REG_93557,REG_260779,2,13,0,0,0,0
REG_260779,REG_273726,2,339,0,0,0,0
REG_273726,REG_260779,2,339,0,0,0,0
REG_260779,REG_583304,2,339,0,0,0,0
REG_583304,REG_260779,2,339,0,0,0,0
REG_260779,REG_314891,2,591,0,0,0,0
REG_314891,REG_260779,2,591,0,0,0,0
REG_260779,REG_581400,2,591,0,0,0,0
REG_581400,REG_260779,2,591,0,0,0,0
REG_167830,REG_15737,2,350,0,0,0,0
REG_15737,REG_167830,2,350,0,0,0,0
REG_167830,REG_378132,2,350,0,0,0,0
REG_378132,REG_167830,2,350,0,0,0,0
REG_167830,REG_90197,2,399,0,0,0,0
REG_90197,REG_167830,2,399,0,0,0,0
REG_167830,REG_362243,2,399,0,0,0,0
REG_362243,REG_167830,2,399,0,0,0,0
REG_167830,REG_247305,2,400,0,0,0,0
REG_247305,REG_167830,2,400,0,0,0,0
REG_167830,REG_495463,2,400,0,0,0,0
REG_495463,REG_167830,2,400,0,0,0,0
REG_167830,REG_375443,2,403,0,0,0,0
REG_375443,REG_167830,2,403,0,0,0,0
REG_167830,REG_361383,2,403,0,0,0,0
REG_361383,REG_167830,2,403,0,0,0,0
REG_167830,REG_68763,2,669,0,0,0,0
REG_68763,REG_167830,2,669,0,0,0,0
REG_167830,REG_504177,2,669,0,0,0,0
REG_504177,REG_167830,2,669,0,0,0,0
REG_167830,REG_495221,2,13,0,0,0,0
REG_495221,REG_167830,2,13,0,0,0,0
REG_167830,REG_93557,2,13,0,0,0,0
REG_93557,REG_167830,2,13,0,0,0,0
REG_167830,REG_273726,2,339,0,0,0,0
REG_273726,REG_167830,2,339,0,0,0,0
REG_167830,REG_583304,2,339,0,0,0,0
REG_583304,REG_167830,2,339,0,0,0,0
REG_167830,REG_314891,2,591,0,0,0,0
REG_314891,REG_167830,2,591,0,0,0,0
REG_167830,REG_581400,2,591,0,0,0,0
REG_581400,REG_167830,2,591,0,0,0,0
REG_15737,REG_378132,2,0,0,0,0,0
REG_378132,REG_15737,2,0,0,0,0,0
REG_15737,REG_250296,2,611,0,0,0,0
REG_250296,REG_15737,2,611,0,0,0,0
REG_15737,REG_287381,2,611,0,0,0,0
