route_id,service_id,trip_id
29,366,49515
29,366,591870
29,366,771501
29,428,859840
29,612,1309633
29,612,709289
29,624,1286877
29,624,1489791
29,681,1314209
29,681,147550
29,681,480315
29,681,512249
29,681,609880
29,685,1110252
29,685,1171991
29,685,324156
29,685,373815
29,685,48004
29,685,487491
29,685,63623
29,685,955220
29,710,480444
29,772,1060455
29,772,1082287
29,772,1142909
29,772,1265006
29,772,156869
29,772,281018
29,772,330798
29,772,358310
29,772,502678
29,772,50659
29,772,629982
29,772,632825
29,772,638621
29,772,641958
29,772,749718
29,772,754440
29,772,765366
29,772,804294
29,772,804632
29,772,83554
29,772,869084
29,772,872243
29,772,872660
29,772,924795
29,772,983591
29,823,1074883
29,823,11041
29,823,124322
29,823,1308934
29,823,144574
29,823,184507
29,823,265508
29,823,317475
29,823,446685
29,823,461267
29,823,535501
29,823,575211
29,823,611644
29,823,887698
29,83,584581
29,882,47707
29,902,817520
29,923,163219
29,923,411896
29,923,417071
29,940,222908
29,947,334005
29,947,526474
3,149,1169078
3,195,653130
3,202,539584
3,290,264865
3,355,974609
3,44,683623
3,514,1097684
3,519,1160238
3,519,635175
3,519,748320
3,620,335098
3,695,270527
3,706,1229881
3,949,116309
30,106,334409
30,121,40168
30,124,35624
30,139,1098437
30,139,1147912
30,151,928822
30,152,506753
30,158,598560
30,178,122517
30,179,765271
30,179,875057
30,185,871094
30,19,1266288
30,216,1061155
30,227,1060468
30,227,295693
30,227,348776
30,230,112150
30,234,321163
30,234,720373
30,234,885658
30,236,244394
30,249,14100
30,26,10632
30,26,189203
30,273,1140107
30,273,182772
30,273,264909
30,297,185191
30,316,533506
30,316,838208
30,350,923875
30,384,784128
30,414,1352903
30,457,1283997
30,461,783540
30,470,516474
30,480,1105942
30,480,1422101
30,487,1441184
30,494,662426
30,497,1310919
30,497,372126
30,498,1173602
30,498,1308373
30,498,1482327
30,498,413343
30,498,523406
30,498,585752
30,498,655971
30,498,7131
30,498,970994
30,50,567023
30,50,6446
30,501,1322849
30,501,219663
30,501,324005
30,509,1011402
30,509,11571
30,509,128783
30,509,1399730
30,509,1483723
30,509,216504
30,509,425086
30,509,525386
30,509,583004
30,509,614499
30,509,661946
30,509,80860
30,509,954909
30,526,204901
30,566,31455
30,573,808918
30,586,1365521
30,586,409562
30,586,780704
30,590,1146730
30,590,19242
30,590,420447
30,590,541410
30,590,709192
30,590,717332
30,590,823116
30,590,900888
30,620,1051796
30,636,248134
30,641,1427335
30,641,883318
30,664,356094
30,67,968620
30,690,1133037
30,710,76554
30,724,354466
30,737,145474
30,741,362174
30,772,841755
30,775,998386
30,777,587082
30,785,1150506
30,798,1264296
30,798,291649
30,798,528103
30,798,652012
30,798,887232
30,8,1138604
30,804,341890
30,804,469961
30,804,699078
30,807,1090069
30,823,192253
30,823,26605
30,823,568409
30,831,1424843
30,839,807249
30,842,693751
30,844,1299491
30,871,716394
30,879,1365078
30,879,579308
30,879,910614
30,89,1134335
30,89,117645
30,89,1207201
30,89,208331
30,89,706389
30,894,1485088
30,897,172755
30,903,801773
30,904,253708
30,904,995499
30,91,329278
30,91,4133
30,92,1102921
30,92,860430
30,940,310399
30,952,722160
31,102,1150200
31,102,1211362
31,102,1272681
31,102,425874
31,102,54923
31,102,955795
31,106,505684
31,106,858476
31,15,1084635
31,15,1137327
31,15,1154198
31,15,1200169
31,15,1203537
31,15,1334734
31,15,1431563
31,15,178679
31,15,421185
31,15,575762
31,15,840535
31,170,304118
31,170,872937
31,19,1295466
31,195,429322
31,212,1291932
31,213,412986
31,213,519910
31,218,1275386
31,218,1388860
31,218,331734
31,218,721570
31,218,791854
31,227,476794
31,227,72016
31,227,7642
31,230,371161
31,234,1072407
31,234,1396710
31,234,688057
31,248,379617
31,256,693194
31,258,1165964
31,259,788023
31,26,1115161
31,26,1147675
31,26,1191817
31,271,1420440
31,273,205461
31,273,468038
31,290,1061258
31,290,1098047
31,290,11830
31,290,1183869
31,290,1189853
31,290,1194280
31,290,1251904
31,290,1271650
31,290,140453
31,290,1424996
31,290,204033
31,290,310406
31,290,323101
31,290,325317
31,290,391042
31,290,46755
31,290,56067
31,290,761432
31,290,934648
31,290,95394
31,293,633002
31,302,1059579
31,302,1113076
31,302,354441
31,316,1222273
31,318,1125417
31,325,185345
31,351,993698
31,366,882429
31,368,710886
31,388,1037403
31,388,1064654
31,388,1249887
31,388,1322786
31,388,1374057
31,388,157362
31,388,177920
31,388,27540
31,388,317413
31,388,669577
31,388,677479
31,388,857554
31,388,87055
31,388,933482
31,420,267301
31,433,1140166
31,433,965624
31,44,1027045
31,44,210802
31,44,291589
31,44,621048
31,44,705651
31,44,965348
31,449,1083904
31,449,1200596
31,449,1262822
31,449,1344888
31,449,1349758
31,449,1453225
31,449,331602
31,449,350878
31,449,396496
31,449,489911
31,449,588576
31,449,647085
31,449,681297
31,449,749533
31,461,1179618
31,461,880837
31,469,643053
31,474,67270
31,487,454458
31,488,1439187
31,488,80243
31,488,996956
31,509,1268829
31,519,1106624
31,519,1324042
31,519,1444470
31,519,247033
31,519,694064
31,519,725559
31,522,521319
31,522,9932
31,525,1204064
31,536,1168351
31,536,393712
31,536,430020
31,55,673064
31,578,1342123
31,584,1074586
31,584,1468615
31,586,207045
31,588,1416918
31,596,1174244
31,602,1244484
31,602,1362682
31,620,1385053
31,620,18198
31,620,239385
31,625,232249
31,641,1126282
31,641,256628
31,641,859326
31,641,906038
31,690,1191283
31,690,1384904
31,690,958123
31,691,817694
31,695,1079039
31,695,451800
31,701,1337088
31,732,923559
31,735,430165
31,788,1061826
31,823,1138441
31,823,654057
31,823,716219
31,823,973483
31,852,811195
31,861,270309
31,869,1489407
31,869,254900
31,869,845844
31,871,933976
31,872,933314
31,876,240347
31,879,1264109
31,879,871919
31,89,1004335
31,89,204539
31,89,449510
31,90,1003314
31,903,955644
31,904,1145105
31,934,1323439
31,934,501079
31,940,278829
31,950,1033231
31,950,1223658
32,121,1048738
32,121,1181562
32,146,235151
32,261,123801
32,326,276722
32,326,753560
32,326,924193
32,326,942716
32,501,975302
32,651,1172574
32,702,940104
32,753,1394591
32,774,1030273
33,102,21910
33,192,1182663
33,20,1057150
33,213,1068001
33,213,129760
33,213,1471803
33,213,486770
33,213,51626
33,213,585422
33,213,610946
33,213,856614
33,213,903999
33,213,976069
33,219,578437
33,227,716264
33,227,992975
33,234,1278511
33,244,381718
33,250,791043
33,317,183192
33,317,79059
33,317,955039
33,331,1161740
33,334,930687
33,345,1170795
33,357,243111
33,382,1192243
33,382,788239
33,4,516339
33,406,30449
33,431,1151216
33,461,1396889
33,466,1413397
33,480,1118225
33,501,1258158
33,501,521236
33,501,866171
33,507,1134223
33,531,1210608
33,540,573188
33,553,1481499
33,568,888600
33,583,1344900
33,583,1421858
33,583,1463160
33,610,1438922
33,616,1109188
33,616,1341488
33,616,312859
33,616,365983
33,616,440949
33,616,477734
33,616,497944
33,616,579170
33,616,761942
33,616,824424
33,620,1246374
33,620,877725
33,634,103445
33,634,1211387
33,634,1214793
33,634,295552
33,634,329793
33,634,62033
33,64,1232537
33,651,1437943
33,658,212560
33,664,517567
33,664,580965
33,664,640385
33,679,820455
33,701,173382
33,714,1177042
33,724,1317675
33,724,1436953
33,724,571787
33,727,272065
33,772,1457706
33,772,15360
33,772,589484
33,772,873270
33,772,883878
33,772,924162
33,79,1464816
33,791,1210972
33,798,366336
33,801,1127589
33,803,143811
33,82,19678
33,82,402199
33,82,791047
33,820,1019466
33,823,1065426
33,823,412113
33,823,524283
33,849,1014743
33,849,1027703
33,849,1394907
33,849,1397148
33,849,1434656
33,849,464249
33,849,580825
33,849,818618
33,849,897237
33,854,1189892
33,881,1120529
33,881,361257
33,881,453800
33,89,923865
33,894,1112712
33,894,1160999
33,894,1463564
33,894,603146
33,894,604139
33,894,662429
33,894,763433
33,900,393971
33,903,815906
33,915,952691
33,934,394069
33,940,1063884
34,18,1489110
34,273,149454
34,279,228545
34,304,679748
34,326,571453
34,36,1321444
34,363,1438925
34,400,7904
34,404,1261063
34,437,718089
34,483,611074
34,483,924719
34,495,456031
34,536,1317745
34,536,578483
34,568,1479614
34,568,77059
34,58,68457
34,606,1261560
34,606,297401
34,616,282833
34,634,139024
34,635,258546
34,640,44649
34,710,1313932
34,724,82256
34,729,1303805
34,783,1497875
34,798,857656
34,805,474018
34,833,28446
34,858,761164
34,872,851957
34,89,1369273
34,904,431611
34,912,91748
34,920,131623
34,937,790698
34,940,60220
34,945,207735
34,957,1315506
35,240,961632
35,346,1141183
35,346,133910
35,346,1473970
35,346,318309
35,346,483090
35,346,530362
35,346,547438
35,346,573275
35,346,615952
35,346,815019
35,346,834011
35,346,922816
35,352,768377
36,109,1250790
36,109,1401623
36,130,635279
36,139,632973
36,139,772648
36,166,859939
36,26,1005407
36,26,1243128
36,26,1426351
36,302,1480545
36,316,180403
36,316,425191
36,333,46270
36,441,1155874
36,498,933723
36,501,403780
36,536,299757
36,538,1308242
36,566,1315162
36,579,263219
36,61,14176
36,61,352170
36,61,53650
36,618,1253584
36,618,210422
36,618,228935
36,656,907764
36,699,1167534
36,728,1308919
36,728,1393655
36,728,730301
36,744,67300
36,758,686222
36,783,1416765
36,783,2278
36,798,1364787
36,802,939092
36,812,1096936
36,887,718961
36,92,102023
36,92,1478873
36,92,418300
36,940,1410432
36,955,813770
36,955,818404
36,955,818444
36,96,1117631
37,106,112063
37,106,1367994
37,106,837449
37,139,1264559
37,184,1038914
37,202,992362
37,227,1299363
37,230,1305197
37,26,35657
37,284,516089
37,287,461717
37,302,1177232
37,316,120596
37,332,803785
37,360,801181
37,461,975280
37,474,1433953
37,475,1006318
37,501,109006
37,501,286208
37,509,10050
37,509,1426511
37,509,930736
37,510,290273
37,514,1411168
37,536,465102
37,565,253651
37,576,1180098
37,617,891811
37,620,586018
37,678,1103162
37,678,1259620
37,706,1072822
37,710,1190709
