stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
Daxlanden Nussbaumweg,,REG_148093,48.989395,8.333213,1.0,
Daxlanden Nussbaumweg,148093.0,REG_533543,48.989613,8.333374,,
Daxlanden Nussbaumweg,148093.0,REG_538520,48.989147,8.333006,,
Daxlanden Thomas-Mann-Straße,,REG_45928,48.999126,8.341441,1.0,
Daxlanden Thomas-Mann-Straße,45928.0,REG_109703,48.999226,8.341558,,
Daxlanden Thomas-Mann-Straße,45928.0,REG_652480,48.999043,8.34136,,
Decin - Certova Voda,,REG_416676,50.816467,14.221696,1.0,
Decin - Certova Voda,,REG_644853,50.817047,14.221472,1.0,
Decin - Certova Voda,416676.0,REG_309466,50.816467,14.221696,,
Decin - Certova Voda,644853.0,REG_455378,50.817047,14.221472,,
Decin - Priper,,REG_376745,50.785133,14.209506,1.0,
Decin - Priper,376745.0,REG_247084,50.784863,14.209138,,
Decin - Priper,376745.0,REG_506161,50.785133,14.209506,,
Decin - Prostredni Zleb,,REG_339246,50.793083,14.230087,1.0,
Decin - Prostredni Zleb,339246.0,REG_113014,50.79308,14.230123,,
Decin - Prostredni Zleb,339246.0,REG_270536,50.79309,14.230051,,
Decin hl.n.,443315.0,REG_172064,50.773125,14.201305,,
Decin hl.n.,443315.0,REG_447488,50.773113,14.201439,,
Decin vychod,,REG_501832,50.77511,14.223412,1.0,
Decin vychod,501832.0,REG_256229,50.77509,14.223134,,
Decin vychod,501832.0,REG_571754,50.77511,14.223412,,
Decin-Certova voda,,REG_468271,50.81666,14.221622,1.0,
Decin-Certova voda,468271.0,REG_114359,50.81666,14.221622,,
Decin-Priper,,REG_549066,50.78501,14.209291,1.0,
Decin-Priper,549066.0,REG_328540,50.78501,14.209291,,
Decin-Prostredni Zleb,,REG_481825,50.792957,14.23002,1.0,
Decin-Prostredni Zleb,481825.0,REG_640423,50.792957,14.23002,,
Dedenhausen,436803.0,REG_134031,52.432217,10.23873,,
Dedenhausen Bahnhof,,REG_436803,52.43211,10.238432,1.0,
Dedensen-Gümmer,,REG_172944,52.407047,9.521252,1.0,
Dedensen-Gümmer,172944.0,REG_57624,52.407047,9.521252,,
Dedinghausen,459181.0,REG_275227,51.67236,8.398281,,
"Dedinghausen, Bahnhof",,REG_459181,51.67236,8.398278,1.0,
Deezbüll,,REG_76893,54.77697,8.818274,1.0,
Deezbüll,76893.0,REG_157625,54.77697,8.818274,,
Deggendorf Hbf,,REG_585782,48.839436,12.949727,1.0,
Deggendorf Hbf,585782.0,REG_13352,48.83944,12.949727,,
Deidesheim,668717.0,REG_76927,49.408348,8.192634,,
"Deidesheim, Bahnhof",,REG_668717,49.40849,8.192725,1.0,
Deisenhofen,,REG_433204,48.020206,11.583255,1.0,
Deisenhofen,433204.0,REG_369166,48.01954,11.583597,,
Deißlingen Mitte,,REG_201585,48.108635,8.611843,1.0,
Deißlingen Mitte,201585.0,REG_244625,48.108376,8.611586,,
Delitzsch ob Bf,,REG_356547,51.519703,12.34639,1.0,
Delitzsch ob Bf,356547.0,REG_390408,51.519703,12.34639,,
Delitzsch unt Bf,,REG_673166,51.525227,12.345218,1.0,
Delitzsch unt Bf,673166.0,REG_567045,51.525227,12.345218,,
Dellfeld,426630.0,REG_632668,49.227783,7.469169,,
Dellfeld Ort,287751.0,REG_573192,49.23887,7.478162,,
"Dellfeld, Bahnhof",,REG_426630,49.22781,7.469186,1.0,
"Dellfeld, Ort",,REG_287751,49.238987,7.478367,1.0,
Demitz-Thumitz,593143.0,REG_649166,51.14214,14.239622,,
Demitz-Thumitz Bahnhof,,REG_593143,51.14193,14.240552,1.0,
Demker,,REG_230419,52.518177,11.854733,1.0,
Demker,230419.0,REG_150409,52.518177,11.854733,,
Demmin,6723.0,REG_484349,53.90114,13.053954,,
Demmin Bahnhof,,REG_6723,53.901173,13.053473,1.0,
Densborn,190731.0,REG_176103,50.123917,6.600406,,
"Densborn, Bahnhof",,REG_190731,50.123608,6.600228,1.0,
Denzlingen,325006.0,REG_488325,48.068817,7.881687,,
Denzlingen Bahnhof,,REG_325006,48.06896,7.881782,1.0,
Dernau,431605.0,REG_369964,50.533325,7.044367,,
Dernau Bf,,REG_431605,50.52998,7.041462,1.0,
Dernbach(Westerw),,REG_302263,50.457226,7.783693,1.0,
Dernbach(Westerw),302263.0,REG_199799,50.457226,7.783693,,
Derneburg(Han),594461.0,REG_52774,52.09685,10.143719,,
Derneburg/Bahnhof,,REG_594461,52.097042,10.143785,1.0,
Desna,,REG_621087,50.753693,15.309026,1.0,
Desna,621087.0,REG_33503,50.753506,15.308936,,
Desna-Pustinska,,REG_374771,50.764114,15.335589,1.0,
Desna-Pustinska,374771.0,REG_538653,50.764145,15.335437,,
Desna-Riedlova vila,,REG_190764,50.759045,15.314093,1.0,
Desna-Riedlova vila,190764.0,REG_408422,50.759235,15.313994,,
Dessau Süd,,REG_661230,51.802197,12.236455,1.0,
Dessau Süd,661230.0,REG_202381,51.802197,12.236455,,
Dessau-Alten,,REG_672074,51.825542,12.19334,1.0,
Dessau-Alten,672074.0,REG_215343,51.825542,12.19334,,
Dessau-Mosigkau,,REG_639490,51.814075,12.148546,1.0,
Dessau-Mosigkau,639490.0,REG_269028,51.814075,12.148546,,
Detfurth/Solebad,,REG_479253,52.071003,10.018362,1.0,
Detmold,310144.0,REG_108524,51.940746,8.872859,,
"Detmold, Bahnhof",,REG_310144,51.940742,8.872858,1.0,
Dettelbach Bahnhof,,REG_559971,49.788147,10.090362,1.0,
Dettelbach Bahnhof,559971.0,REG_44911,49.788147,10.090359,,
Dettenhausen,450030.0,REG_405367,48.60658,9.093529,,
Dettenhausen Bahnhof,,REG_450030,48.606617,9.093798,1.0,
Dettingen (Main),,REG_633267,50.042557,9.036809,1.0,
Dettingen Freibad,,REG_520603,48.523098,9.351417,1.0,
Dettingen Freibad,520603.0,REG_86224,48.523174,9.351257,,
Dettingen Gsaidt,,REG_461015,48.51438,9.358352,1.0,
Dettingen Gsaidt,461015.0,REG_446804,48.51406,9.35804,,
Dettingen Lehen,,REG_245472,48.529427,9.336802,1.0,
Dettingen Lehen,245472.0,REG_286234,48.529217,9.336896,,
Dettingen Mitte,,REG_551295,48.528015,9.344276,1.0,
Dettingen(Main),633267.0,REG_486079,50.042557,9.036807,,
Dettingen-Mitte,551295.0,REG_400536,48.527817,9.34463,,
Dettum,29892.0,REG_33862,52.157093,10.661206,,
"Dettum, Bahnhof",,REG_29892,52.15682,10.660604,1.0,
Deuben(Zeitz),,REG_292380,51.11053,12.068913,1.0,
Deuben(Zeitz),292380.0,REG_636533,51.11053,12.068913,,
Deuten,73956.0,REG_560435,51.713085,6.97079,,
Deutzen,,REG_595819,51.11443,12.419542,1.0,
Deutzen,595819.0,REG_500151,51.11443,12.419542,,
Diebach,,REG_437707,50.12869,9.837657,1.0,
Diebach,437707.0,REG_155912,50.12868,9.83766,,
Dieburg,350310.0,REG_570961,49.903645,8.840894,,
Dieburg Bahnhof,,REG_350310,49.90331,8.840794,1.0,
Diedelsheim,,REG_639792,49.03931,8.674492,1.0,
Diedelsheim,639792.0,REG_89537,49.03935,8.674472,,
Diedorf (Schwab),,REG_311032,48.356087,10.776819,1.0,
Diedorf(Schwab),311032.0,REG_4786,48.35609,10.776823,,
Diemeringen,,REG_30068,48.940617,7.184837,1.0,
Diemeringen,30068.0,REG_325741,48.940617,7.184837,,
Dienheim,120754.0,REG_459390,49.841354,8.35714,,
"Dienheim, Bahnhof",,REG_120754,49.840878,8.357009,1.0,
Dieskau,,REG_412637,51.450596,12.050897,1.0,
Dieskau,412637.0,REG_121423,51.450596,12.050897,,
Diessenhofen,,REG_18951,47.685467,8.752299,1.0,
Diessenhofen,18951.0,REG_225632,47.685467,8.752299,,
Dietersheim,,REG_193695,49.55688,10.543104,1.0,
Dietersheim,193695.0,REG_101213,49.55688,10.543103,,
Dietmannsried,,REG_209798,47.812866,10.29048,1.0,
Dietmannsried,209798.0,REG_220368,47.812866,10.290481,,
Dietzelbach,,REG_199228,47.859486,7.76307,1.0,
Dietzelbach,199228.0,REG_356357,47.85937,7.763382,,
Dietzenbach Bahnhof,,REG_475118,50.008045,8.785055,1.0,
Dietzenbach Bahnhof,475118.0,REG_534869,50.008064,8.785541,,
Dietzenbach Mitte,656581.0,REG_191552,50.01766,8.789218,,
Dietzenbach Mitte Bahnhof,,REG_656581,50.01778,8.788089,1.0,
Dietzenbach Steinberg Bahnhof,,REG_116244,50.02331,8.793903,1.0,
Dietzenbach-Steinberg,116244.0,REG_672956,50.025707,8.792898,,
Dietzhausen,39086.0,REG_594861,50.600437,10.597946,,
Dietzhausen (Bushaltestelle),,REG_39086,50.600533,10.597724,1.0,
Diez,65228.0,REG_550832,50.37013,8.01962,,
Diez Bf,,REG_65228,50.370125,8.019593,1.0,
Diez Ost,197737.0,REG_523990,50.376045,8.038587,,
Diez Ost Bf,,REG_197737,50.37604,8.038574,1.0,
Dießen,,REG_9195,47.950863,11.107309,1.0,
Dießen,9195.0,REG_556198,47.950817,11.10754,,
Dillbrecht,289730.0,REG_321378,50.80162,8.20389,,
Dillenburg-Niederscheld-Süd Bahnhof,,REG_94263,50.717518,8.3034,1.0,
Dillingen (Donau),,REG_489604,48.581257,10.48916,1.0,
Dillingen (Saar),,REG_269314,49.352715,6.722143,1.0,
Dillingen(Donau),489604.0,REG_252842,48.581257,10.489167,,
Dillingen(Saar),269314.0,REG_395894,49.35261,6.722396,,1
Dillingen(Saar),269314.0,REG_523962,49.352436,6.72217,,4
Dillingen(Saar),269314.0,REG_91609,49.352406,6.722102,,5
Dingolfing,,REG_85165,48.641605,12.48687,1.0,
Dingolfing Bahnhof,85165.0,REG_172720,48.641605,12.48687,,
Dinkelscherben,,REG_240933,48.342224,10.588002,1.0,
Dinkelscherben,240933.0,REG_565824,48.342224,10.588002,,
Dinslaken,411857.0,REG_169212,51.56746,6.73803,,
Dinslaken Bahnhof,,REG_411857,51.567097,6.736987,1.0,
Dippoldiswalde,147848.0,REG_247982,50.891094,13.664603,,
Dippoldiswalde Bahnhof,,REG_147848,50.891342,13.664462,1.0,
Dippoldiswalde Bahnhof,147848.0,REG_122968,50.89098,13.664705,,
Dippoldiswalde Bahnhof,147848.0,REG_504398,50.891014,13.664813,,
Dirmingen,,REG_349185,49.415382,7.012371,1.0,
Dirmingen,349185.0,REG_260694,49.415386,7.012377,,
Dissen-Bad Rothenfelde,,REG_251988,52.112225,8.184577,1.0,
Dissen-Bad Rothenfelde,251988.0,REG_467719,52.112225,8.184577,,
Distelhausen,545781.0,REG_247784,49.598232,9.683508,,
"Distelhausen (Tbb.), Bahnhof",,REG_545781,49.598347,9.683812,1.0,
Ditfurt,,REG_151092,51.83348,11.186728,1.0,
Ditfurt,151092.0,REG_27461,51.83348,11.186728,,
Dittersbach,,REG_308139,50.926563,13.068763,1.0,
Dittersbach,308139.0,REG_422452,50.926563,13.068763,,
"Dittersdorf, Bahnhof",,REG_143838,50.750713,12.978302,1.0,
"Dittersdorf, Bahnhof",143838.0,REG_302502,50.751553,12.978931,,
"Dittersdorf, Bahnhof",143838.0,REG_422607,50.751648,12.978931,,
Dittigheim,5469.0,REG_481275,49.607964,9.674912,,
"Dittigheim, Bahnhof",,REG_5469,49.60797,9.674883,1.0,
Ditzingen,,REG_366600,48.82359,9.067091,1.0,
Ditzingen,366600.0,REG_7282,48.823612,9.06705,,
Dlouha Lhota,,REG_71550,50.420963,15.039424,1.0,
Dlouha Lhota,71550.0,REG_305638,50.4211,15.039379,,
Dlouhe Dvory,,REG_170272,50.261772,15.726006,1.0,
Dlouhe Dvory,170272.0,REG_269470,50.261703,15.725907,,
Doberlug-Kirchhain,95402.0,REG_146884,51.62053,13.564161,,1
Doberlug-Kirchhain,95402.0,REG_187174,51.620575,13.564228,,4
Doberlug-Kirchhain,95402.0,REG_187351,51.620533,13.564268,,2
Doberlug-Kirchhain,95402.0,REG_292061,51.62065,13.56415,,3
"Doberlug-Kirchhain, Bahnhof",,REG_95402,51.62061,13.564187,1.0,
Doberschütz,,REG_289617,51.492237,12.745785,1.0,
Doberschütz,289617.0,REG_123817,51.492237,12.745785,,
Dobra Voda u Horic,,REG_135412,50.34592,15.609746,1.0,
Dobra Voda u Horic,135412.0,REG_669299,50.34592,15.609746,,
Dodendorf,,REG_664797,52.04895,11.613086,1.0,
Dodendorf,664797.0,REG_534350,52.04895,11.613086,,
Dodenhof,494530.0,REG_358422,53.844395,9.939684,,
Dogern,548829.0,REG_600380,47.608887,8.167356,,
Dogern Bahnhof,,REG_548829,47.608932,8.167366,1.0,
Dohalice,,REG_575536,50.283215,15.695266,1.0,
Dohalice,575536.0,REG_352841,50.283073,15.695302,,
Dohna Bahnhof,,REG_564529,50.96115,13.855723,1.0,
Dohna(Sachs),564529.0,REG_19856,50.96119,13.855565,,
"Doksy,,zel.st.",,REG_211630,50.57342,14.646977,1.0,
"Doksy,,zel.st.",211630.0,REG_471005,50.573524,14.647139,,
Dolanky,,REG_291412,50.60386,15.171261,1.0,
Dolanky,291412.0,REG_45363,50.60386,15.171261,,
Dolhain-Gileppe,,REG_370237,50.61637,5.936716,1.0,
Dolhain-Gileppe,370237.0,REG_405458,50.61637,5.936716,,
Dollbergen,525067.0,REG_651397,52.417152,10.181657,,
Dollbergen Bahnhof,,REG_525067,52.416916,10.181137,1.0,
Dollern,72383.0,REG_532691,53.545567,9.55688,,
Dollnstein,,REG_103259,48.871426,11.079012,1.0,
Dollnstein,103259.0,REG_1046,48.871426,11.079009,,
Dolni Bousov,,REG_595175,50.441433,15.132193,1.0,
Dolni Bousov,595175.0,REG_485016,50.441616,15.132337,,
Dolni Habartice,,REG_32597,50.750233,14.335854,1.0,
Dolni Habartice,32597.0,REG_174053,50.750233,14.335854,,
Dolni Podluzi,,REG_158024,50.886463,14.620661,1.0,
Dolni Podluzi,158024.0,REG_663963,50.886143,14.620539,,
Dolni Polubny,,REG_354084,50.760406,15.32322,1.0,
Dolni Polubny,354084.0,REG_209835,50.76055,15.323148,,
Dolni Poustevna,,REG_531039,50.98358,14.283438,1.0,
Dolni Poustevna,531039.0,REG_226829,50.98343,14.28315,,
Dolni Poustevna,531039.0,REG_465491,50.98358,14.283438,,
Dolni Zleb,,REG_203994,50.84553,14.215599,1.0,
Dolni Zleb,203994.0,REG_440567,50.84553,14.215599,,
Dolni Zleb zast.,,REG_261244,50.837402,14.223179,1.0,
Dolni Zleb zast.,261244.0,REG_525341,50.837402,14.223179,,
Dolni Zleb zastavka,,REG_102407,50.837048,14.223727,1.0,
Dolni Zleb zastavka,,REG_521260,50.83743,14.223116,1.0,
Dolni Zleb zastavka,102407.0,REG_127985,50.837048,14.223727,,
Dolni Zleb zastavka,521260.0,REG_565000,50.83743,14.223116,,
"Dolní Bousov, Bechov",,REG_37533,50.436085,15.08531,1.0,
"Dolní Bousov, Bechov",37533.0,REG_525594,50.436146,15.085328,,
Dolní Zleb,,REG_622145,50.846523,14.215094,1.0,
Dolní Zleb,622145.0,REG_100411,50.846504,14.215157,,
Domazlice mesto,,REG_181422,49.435677,12.924718,1.0,
Domazlice mesto,181422.0,REG_144526,49.435677,12.924718,,
Dombühl,,REG_155275,49.25211,10.29852,1.0,
Dombühl,155275.0,REG_436180,49.25211,10.298523,,
Domnitz(Saalkr),,REG_49379,51.635223,11.839973,1.0,
Domnitz(Saalkr),49379.0,REG_672283,51.635223,11.839973,,
Domsühl,,REG_6421,53.485477,11.766062,1.0,
Domsühl,6421.0,REG_332035,53.48537,11.765869,,
Donaueschingen,457888.0,REG_494365,47.9479,8.498788,,
Donaueschingen Allmendshofen,,REG_48728,47.94087,8.501988,1.0,
Donaueschingen Allmendshofen,48728.0,REG_307210,47.94058,8.501819,,
Donaueschingen Aufen,,REG_45507,47.963364,8.475829,1.0,
Donaueschingen Aufen,45507.0,REG_24367,47.963356,8.47562,,
Donaueschingen Bahnhof,,REG_457888,47.947872,8.499141,1.0,
Donaueschingen Grüningen,,REG_223521,47.983047,8.471841,1.0,
Donaueschingen Grüningen,223521.0,REG_247644,47.98305,8.471824,,
Donaueschingen Mitte/Siedlung,,REG_327301,47.95251,8.488999,1.0,
Donaueschingen Mitte/Siedlung,327301.0,REG_422900,47.95254,8.488955,,
Donautal Haltepunkt (Bahn),,REG_208158,48.366234,9.940218,1.0,
Donnersbergerbrücke,,REG_292213,48.14266,11.53515,1.0,
Dorf Mecklenburg,664756.0,REG_111435,53.842934,11.471343,,
Dorf Mecklenburg Bahnhof,,REG_664756,53.842953,11.471136,1.0,
"Dorfchemnitz, Bahnhof",,REG_419091,50.6659,12.839872,1.0,
"Dorfchemnitz, Bahnhof",419091.0,REG_200441,50.6659,12.839881,,
Dorfen,,REG_358994,48.26741,12.159398,1.0,
Dorfen Bahnhof,358994.0,REG_452635,48.267048,12.159686,,
Dorfmark,,REG_259840,52.89865,9.770762,1.0,
Dorfmark,259840.0,REG_499199,52.898685,9.770712,,
Dorfprozelten,,REG_96718,49.779377,9.382158,1.0,
Dorfprozelten,96718.0,REG_118825,49.779377,9.38216,,
Dorheim(Wetterau),357159.0,REG_149800,50.352703,8.79051,,
Dormagen,8848.0,REG_638619,51.099495,6.814837,,
Dormagen Bf,,REG_8848,51.0994,6.815662,1.0,
Dormagen Chempark,,REG_47487,51.076996,6.838156,1.0,
Dormagen Chempark,47487.0,REG_415443,51.077045,6.838171,,
Dormagen Nievenheim BF,,REG_607027,51.123135,6.782936,1.0,
Dornbirn Schoren,,REG_386531,47.413216,9.726722,1.0,
Dornbirn Schoren,386531.0,REG_316519,47.413216,9.726722,,
Dornburg (Saale),,REG_549263,51.008762,11.675718,1.0,
Dornburg(Saale),549263.0,REG_45836,51.008614,11.675499,,
Dornburg-Frickhofen Bahnhof,,REG_588172,50.504856,8.030526,1.0,
Dornburg-Wilsenroth Bahnhof,,REG_119365,50.53144,8.032393,1.0,
Dornstetten,99343.0,REG_307537,48.469635,8.503214,,
Dornstetten Aach,,REG_647235,48.4734,8.482387,1.0,
Dornstetten Bahnhof,,REG_99343,48.469658,8.503111,1.0,
Dornstetten-Aach,647235.0,REG_581813,48.4733,8.48291,,
Dorsten,421610.0,REG_244469,51.658276,6.9705,,
Dorsten Bf,,REG_421610,51.65839,6.970154,1.0,
Dorsten Deuten Bf,,REG_73956,51.713116,6.971034,1.0,
Dorsten Hervest-Dorsten Bf,,REG_225438,51.672302,6.973918,1.0,
Dorsten Lembeck Bf,,REG_251861,51.75131,7.025257,1.0,
Dorsten Rhade Bf,,REG_144534,51.752525,6.946403,1.0,
Dorsten Wulfen Bf,,REG_259891,51.719345,7.011782,1.0,
Dortelweil,574261.0,REG_85497,50.207615,8.751267,,
Dortmund Aplerbeck Bf,,REG_354462,51.490116,7.5537,1.0,
Dortmund Aplerbeck Süd Bf,,REG_1301,51.482746,7.554059,1.0,
Dortmund Asseln Mitte,,REG_638337,51.526123,7.581934,1.0,
Dortmund Barop,,REG_247000,51.476852,7.430963,1.0,
Dortmund Brackel,,REG_113853,51.520668,7.547923,1.0,
Dortmund Bövinghausen Bf,,REG_306140,51.52096,7.328591,1.0,
Dortmund DO-Huckarde S,,REG_231895,51.533127,7.401291,1.0,
Dortmund Derne Bf,,REG_454914,51.567127,7.527379,1.0,
Dortmund Dorstfeld,,REG_352405,51.51013,7.422582,1.0,
Dortmund Dorstfeld Süd,,REG_562832,51.50038,7.419914,1.0,
Dortmund Germania,,REG_232864,51.497444,7.362044,1.0,
Dortmund Huckarde Nord,,REG_60888,51.533714,7.41535,1.0,
Dortmund Hörde Bf,,REG_677365,51.488186,7.499918,1.0,
Dortmund Kirchderne Bf,,REG_545162,51.54526,7.511245,1.0,
Dortmund Kirchhörde Bf,,REG_54929,51.46333,7.457697,1.0,
Dortmund Kley,,REG_5618,51.48939,7.364703,1.0,
Dortmund Knappschaftskrankenhaus,203536.0,REG_202004,51.51877,7.537458,,
Dortmund Kruckel,,REG_499502,51.457664,7.414937,1.0,
Dortmund Kurl Bf,,REG_145605,51.558178,7.58435,1.0,
Dortmund Körne,,REG_668432,51.51311,7.514443,1.0,
Dortmund Körne West,,REG_48437,51.509914,7.501184,1.0,
Dortmund Löttringhausen Bf,,REG_343923,51.453007,7.445444,1.0,
Dortmund Lütgendortmund,,REG_396786,51.498966,7.33505,1.0,
Dortmund Lütgendortmund Nord,,REG_398436,51.508392,7.342757,1.0,
Dortmund Marten Bf,,REG_631139,51.514805,7.373956,1.0,
Dortmund Marten Süd,,REG_150996,51.508583,7.388967,1.0,
Dortmund Mengede Bf,,REG_26354,51.570217,7.376255,1.0,
Dortmund Möllerbrücke,,REG_138269,51.50718,7.450816,1.0,
Dortmund Möllerbrücke,138269.0,REG_340987,51.507156,7.451706,,
Dortmund Nette/Oestrich S,,REG_177000,51.562366,7.378834,1.0,
Dortmund Oespel,,REG_269047,51.48852,7.38452,1.0,
Dortmund Rahm Bf,,REG_652968,51.525356,7.393952,1.0,
Dortmund Scharnhorst Bf,,REG_659031,51.538452,7.537602,1.0,
Dortmund Signal Iduna Park,482230.0,REG_324108,51.490726,7.457573,,
Dortmund Signal-Iduna-Park,,REG_482230,51.490604,7.455963,1.0,
Dortmund Somborn,,REG_448563,51.49579,7.35104,1.0,
Dortmund Stadthaus,,REG_648483,51.508324,7.468593,1.0,
Dortmund Stadthaus,648483.0,REG_67953,51.507828,7.468764,,
Dortmund Sölde Bf,,REG_524725,51.49544,7.588033,1.0,
Dortmund Tierpark,184598.0,REG_456497,51.47819,7.461995,,
Dortmund Tierpark Bf,,REG_184598,51.477837,7.46191,1.0,
Dortmund Universität,,REG_143963,51.49289,7.416033,1.0,
Dortmund Universität,143963.0,REG_163339,51.49274,7.417708,,
Dortmund West,,REG_625411,51.509117,7.440808,1.0,
Dortmund West,625411.0,REG_484902,51.50965,7.438938,,
Dortmund Westerfilde,,REG_364509,51.54738,7.381969,1.0,
Dortmund Wickede,,REG_621058,51.533764,7.623957,1.0,
Dortmund Wickede West,,REG_127029,51.529488,7.608209,1.0,
Dortmund Wischlingen S,,REG_265344,51.518814,7.413248,1.0,
Dortmund-Aplerbeck,354462.0,REG_128029,51.49015,7.553189,,
Dortmund-Aplerbeck Süd,1301.0,REG_422438,51.484436,7.549982,,
Dortmund-Asseln Mitte,638337.0,REG_644239,51.52622,7.583839,,
Dortmund-Barop,247000.0,REG_548106,51.476955,7.431298,,
Dortmund-Brackel,113853.0,REG_116293,51.520756,7.550083,,
Dortmund-Bövinghausen,306140.0,REG_97771,51.519035,7.327477,,
Dortmund-Derne,454914.0,REG_544335,51.567715,7.528822,,
Dortmund-Dorstfeld,352405.0,REG_494772,51.509377,7.424864,,
Dortmund-Dorstfeld Süd,562832.0,REG_60465,51.500633,7.420017,,
Dortmund-Germania,232864.0,REG_375707,51.498123,7.363728,,
Dortmund-Huckarde,231895.0,REG_310502,51.532623,7.402353,,
Dortmund-Huckarde Nord,60888.0,REG_11954,51.53367,7.415095,,
Dortmund-Hörde,677365.0,REG_22749,51.48778,7.500029,,
Dortmund-Kirchderne,545162.0,REG_312628,51.547073,7.510105,,
Dortmund-Kirchhörde,54929.0,REG_540937,51.46424,7.457764,,
Dortmund-Kley,5618.0,REG_3536,51.489468,7.365374,,
Dortmund-Kruckel,499502.0,REG_18166,51.458332,7.415529,,
Dortmund-Kurl,145605.0,REG_430196,51.55698,7.585291,,
Dortmund-Körne,668432.0,REG_15080,51.51343,7.51537,,
Dortmund-Körne West,48437.0,REG_356639,51.509937,7.502409,,
Dortmund-Löttringhausen,343923.0,REG_90452,51.451656,7.447228,,
Dortmund-Lütgendortmund,396786.0,REG_213112,51.500736,7.334177,,
Dortmund-Lütgendortmund Nord,398436.0,REG_317418,51.508522,7.342401,,
Dortmund-Marten,631139.0,REG_523221,51.51446,7.374408,,
Dortmund-Marten Süd,150996.0,REG_640394,51.507984,7.387479,,
Dortmund-Mengede,26354.0,REG_88725,51.570347,7.374374,,
Dortmund-Nette/Oestrich,177000.0,REG_109688,51.561497,7.377731,,
Dortmund-Oespel,269047.0,REG_670432,51.488396,7.383811,,
Dortmund-Rahm,652968.0,REG_511090,51.525726,7.395252,,
Dortmund-Scharnhorst,659031.0,REG_176064,51.538372,7.536564,,
Dortmund-Somborn,448563.0,REG_87969,51.49601,7.350084,,
Dortmund-Sölde,524725.0,REG_100070,51.49546,7.589205,,
Dortmund-Westerfilde,364509.0,REG_97533,51.548332,7.380213,,
Dortmund-Wickede,621058.0,REG_180350,51.53393,7.62466,,
Dortmund-Wickede West,127029.0,REG_195703,51.529453,7.607215,,
Dortmund-Wischlingen,265344.0,REG_496816,51.51929,7.412863,,
Dorum,,REG_139895,53.689045,8.575938,1.0,
Dorum(Weserm),139895.0,REG_677219,53.68904,8.575962,,
Dossow(Prign),490326.0,REG_445527,53.120308,12.522354,,1
"Dossow, Bahnhof",,REG_490326,53.120327,12.522394,1.0,
Dottenheim,,REG_339013,49.547497,10.522569,1.0,
Dottenheim,339013.0,REG_349547,49.547497,10.522573,,
Doubi u Turnova,,REG_182045,50.60796,15.10174,1.0,
Doubi u Turnova,182045.0,REG_438032,50.607964,15.101902,,
Drahnsdorf,97183.0,REG_44277,51.915752,13.581534,,1
Drahnsdorf,97183.0,REG_519908,51.91587,13.58149,,2
"Drahnsdorf, Bahnhof",,REG_97183,51.915646,13.581434,1.0,
Drahtzug,,REG_418267,51.6626,11.123957,1.0,
Drahtzug,418267.0,REG_642525,51.66345,11.124636,,
Drebkau,34223.0,REG_171737,51.655,14.223084,,1
Drebkau,34223.0,REG_613930,51.654953,14.223174,,2
"Drebkau, Bahnhof",,REG_34223,51.655167,14.223162,1.0,
Drei Annen Hohne,,REG_627753,51.77039,10.727145,1.0,
Drei Annen Hohne,627753.0,REG_665099,51.770115,10.726766,,
Dreieich-Buchschlag,583872.0,REG_542061,50.022476,8.661151,,
Dreieich-Buchschlag Bahnhof,,REG_583872,50.022,8.661339,1.0,
Dreieich-Dreieichenhain,648997.0,REG_229165,49.998466,8.708693,,
Dreieich-Dreieichenhain Bahnhof,,REG_648997,49.998466,8.708674,1.0,
Dreieich-Götzenhain,351561.0,REG_184914,49.994026,8.732699,,
Dreieich-Götzenhain Bahnhof,,REG_351561,49.994198,8.732157,1.0,
Dreieich-Offenthal,379560.0,REG_498726,49.98185,8.74964,,
Dreieich-Offenthal Bahnhof,,REG_379560,49.982082,8.748932,1.0,
Dreieich-Sprendlingen,500814.0,REG_196062,50.014835,8.689306,,
Dreieich-Sprendlingen Bahnhof,,REG_500814,50.01529,8.68869,1.0,
Dreieich-Weibelfeld,193039.0,REG_600954,50.007084,8.700922,,
Dreieich-Weibelfeld Bahnhof,,REG_193039,50.007294,8.700683,1.0,
Dreikirchen,,REG_217870,50.449863,7.958384,1.0,
Dreikirchen,217870.0,REG_406334,50.449863,7.958384,,
Dreileben-Drackenstedt,,REG_74453,52.143852,11.341559,1.0,
Dreileben-Drackenstedt,74453.0,REG_385661,52.143852,11.341559,,
Drensteinfurt,428269.0,REG_492250,51.799156,7.733609,,
"Drensteinfurt, Bahnhof",,REG_428269,51.79916,7.733605,1.0,
Dresden Bahnhof Friedrichstadt,,REG_3593,51.056026,13.708192,1.0,
Dresden Bahnhof Klotzsche,,REG_647553,51.11483,13.789041,1.0,
Dresden Bahnhof Mitte,,REG_519511,51.05564,13.723392,1.0,
Dresden Bischofsplatz,570480.0,REG_517764,51.072334,13.746248,,
Dresden Flughafen,,REG_604387,51.12454,13.765972,1.0,
Dresden Flughafen,604387.0,REG_116993,51.124664,13.765993,,
Dresden Freiberger Straße,329332.0,REG_309460,51.047993,13.719864,,
Dresden Grenzstraße,357712.0,REG_489159,51.1283,13.777737,,
Dresden Hp Cotta,,REG_318368,51.062122,13.68339,1.0,
