stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
's-Hertogenbosch,,590948,51.69054,5.293723,1.0,
's-Hertogenbosch,590948.0,48038,51.69054,5.293723,,
Aachen Hbf,609021.0,330461,50.7678,6.091499,,
Aachen Süd(Gr),,357472,50.731915,6.04541,1.0,
Aachen Süd(Gr),357472.0,60307,50.731915,6.04541,,
"Aachen, Hbf",,609021,50.767723,6.092051,1.0,
Altena(Westf),625442.0,132603,51.301983,7.668808,,
"Altena, Bahnhof",,625442,51.301983,7.66881,1.0,
Altenbeken,,6520,51.766434,8.943322,1.0,
Altenbeken,6520.0,178110,51.766434,8.943319,,
Amersfoort Centraal,,370896,52.153465,5.373909,1.0,
Amersfoort Centraal,370896.0,498027,52.153465,5.373909,,
Amsterdam Centraal,,497359,52.37919,4.899431,1.0,
Amsterdam Centraal,497359.0,351656,52.37919,4.899431,,
Andernach,232163.0,632291,50.434544,7.404839,,
Andernach Bahnhof,,232163,50.434544,7.40484,1.0,
Anklam,,86032,53.855984,13.701563,1.0,
Anklam,86032.0,245304,53.856102,13.701827,,
Ansbach,,144006,49.29803,10.578246,1.0,
Ansbach,144006.0,12550,49.29803,10.578239,,
Apeldoorn,,658688,52.20943,5.968491,1.0,
Apeldoorn,658688.0,41391,52.20943,5.968491,,
Arnhem Centraal,,175408,51.98478,5.901003,1.0,
Arnhem Centraal,175408.0,299850,51.98478,5.901003,,
Aschaffenburg Hbf,,669387,49.980556,9.1437,1.0,
Aschaffenburg Hbf,669387.0,540276,49.980556,9.143697,,
Augsburg Hbf,,178317,48.36544,10.885569,1.0,
Augsburg Hbf,178317.0,8751,48.36544,10.88557,,
Augustfehn,,71580,53.220894,7.759677,1.0,
Augustfehn,71580.0,458097,53.22084,7.759684,,
Bad Bentheim,,271506,52.30985,7.158539,1.0,
Bad Bentheim,271506.0,592464,52.30985,7.158539,,
Bad Bentheim(Gr),,32302,52.3091,7.04016,1.0,
Bad Bentheim(Gr),32302.0,402368,52.3091,7.04016,,
Bad Gastein,,309596,47.11178,13.131924,1.0,
Bad Gastein,309596.0,441331,47.11178,13.131924,,
Bad Hersfeld,,553878,50.869766,9.716581,1.0,
Bad Hersfeld,553878.0,83150,50.869766,9.716581,,
Bad Hofgastein,,93359,47.195343,13.100503,1.0,
Bad Hofgastein,93359.0,154056,47.195343,13.100503,,
Bad Kleinen,615819.0,332718,53.766975,11.466925,,
Bad Kleinen Bahnhof,,615819,53.76746,11.466429,1.0,
Bad Nauheim,602225.0,67122,50.367905,8.749334,,
Bad Nauheim Bahnhof,,602225,50.367798,8.748327,1.0,
Bad Oeynhausen,557702.0,633570,52.2054,8.796523,,
"Bad Oeynhausen, Bf/ZOB",,557702,52.2054,8.796519,1.0,
Bad Zwischenahn,,188234,53.182568,8.002996,1.0,
Bad Zwischenahn,188234.0,489134,53.18242,8.003398,,
Baden(CH),,267775,47.476425,8.307709,1.0,
Baden(CH),267775.0,42037,47.476425,8.307709,,
Baden-Baden,,416317,48.7902,8.191036,1.0,
Baden-Baden,416317.0,390193,48.790325,8.190831,,
Bamberg,,152141,49.90076,10.899484,1.0,
Bamberg,152141.0,494364,49.90076,10.899489,,
Basel Bad Bf,,112669,47.567287,7.607805,1.0,
Basel Bad Bf,112669.0,589979,47.567287,7.607805,,
Basel SBB,,292057,47.547413,7.589563,1.0,
Basel SBB,292057.0,320476,47.547413,7.589563,,
Bebra,,591899,50.969566,9.797788,1.0,
Bebra,591899.0,542204,50.969566,9.797788,,
Bensheim,398936.0,145603,49.681328,8.616717,,
"Bensheim, Bahnhof",,398936,49.68095,8.616766,1.0,
Bergen Bahnhof,,655696,54.420822,13.418737,1.0,
Bergen auf Rügen,655696.0,425229,54.4205,13.417821,,
Berlin Gesundbrunnen,433436.0,292656,52.54869,13.390501,,7.0
Berlin Gesundbrunnen,433436.0,514896,52.548485,13.390691,,9.0
Berlin Gesundbrunnen,433436.0,568371,52.548794,13.3904,,6.0
Berlin Gesundbrunnen,433436.0,582982,52.548573,13.390519,,8.0
Berlin Gesundbrunnen,433436.0,664598,52.548386,13.390704,,10.0
Berlin Hbf,190061.0,252903,52.52488,13.369627,,12.0
Berlin Hbf,190061.0,35575,52.524788,13.369667,,11.0
Berlin Hbf,190061.0,36555,52.52496,13.368911,,1.0
Berlin Hbf,190061.0,494830,52.524967,13.369527,,13.0
Berlin Hbf,190061.0,599744,52.52507,13.369501,,14.0
Berlin Ostbahnhof,590380.0,13333,52.510254,13.435024,,3.0
Berlin Ostbahnhof,590380.0,192857,52.510178,13.434942,,2.0
Berlin Ostbahnhof,590380.0,245790,52.510414,13.435172,,6.0
Berlin Ostbahnhof,590380.0,406861,52.510242,13.434586,,1.0
Berlin Ostbahnhof,590380.0,477121,52.510475,13.43524,,7.0
Berlin Ostkreuz,303047.0,292435,52.50304,13.468615,,2.0
Berlin Ostkreuz,303047.0,406794,52.502907,13.468553,,1.0
Berlin Südkreuz,18072.0,457280,52.475433,13.365603,,7.0
Berlin Zoologischer Garten,393645.0,235891,52.50768,13.332686,,3.0
Berlin Zoologischer Garten,393645.0,276329,52.507717,13.332555,,4.0
Berlin Zoologischer Garten,393645.0,350963,52.50762,13.332927,,1.0
Berlin Zoologischer Garten,393645.0,536097,52.507652,13.332804,,2.0
Berlin-Charlottenburg,61475.0,60361,52.504173,13.301819,,3.0
Berlin-Lichtenberg,354182.0,118720,52.510002,13.49649,,17.0
Berlin-Spandau,532712.0,380537,52.534485,13.1971,,6.0
Berlin-Spandau,532712.0,504826,52.534542,13.197124,,5.0
Berlin-Spandau,532712.0,597724,52.534668,13.197191,,3.0
Berlin-Spandau,532712.0,76341,52.5346,13.197163,,4.0
Berlin-Wannsee,593022.0,261491,52.42135,13.180446,,6.0
Berlin-Wannsee,593022.0,71353,52.421402,13.180358,,5.0
Bern,,252286,46.948833,7.439131,1.0,
Bern,252286.0,227016,46.948833,7.439131,,
Biberach ZOB/Bahnhof,,144753,48.101456,9.792795,1.0,
Biberach(Riß),144753.0,607913,48.101845,9.793127,,
Bielefeld Hbf,,525944,52.029263,8.53272,1.0,
Bielefeld Hbf,525944.0,567505,52.029263,8.532722,,
Bingen(Rhein) Hbf,564016.0,480104,49.968727,7.884263,,
"Bingen, Hauptbahnhof",,564016,49.96874,7.883543,1.0,
Bischofshofen,,367121,47.41786,13.219888,1.0,
Bischofshofen,367121.0,495632,47.41786,13.219888,,
Bitterfeld,,325594,51.62286,12.31685,1.0,
Bitterfeld,325594.0,182310,51.62286,12.31685,,
Bludenz,,381405,47.154724,9.814564,1.0,
Bludenz,381405.0,11677,47.154724,9.814564,,
Bochnia,,470699,49.9773,20.430775,1.0,
Bochnia,470699.0,180257,49.9773,20.430775,,
Bochum Hbf,,361660,51.479465,7.223335,1.0,
Bochum Hbf,361660.0,546179,51.478607,7.223275,,
Bohumin,,341347,49.90073,18.359444,1.0,
Bohumin,341347.0,658358,49.90073,18.359444,,
Bohumin(Gr),,200901,49.916576,18.322226,1.0,
Bohumin(Gr),200901.0,472261,49.916576,18.322226,,
Bohusovice nad Ohri,,80381,50.491306,14.149456,1.0,
Bohusovice nad Ohri,80381.0,125756,50.491306,14.149456,,
Boleslawiec,,473481,51.266155,15.568923,1.0,
Boleslawiec,473481.0,665619,51.266155,15.568923,,
Bolzano/Bozen,,62354,46.496376,11.358791,1.0,
Bolzano/Bozen,62354.0,53916,46.496376,11.358791,,
Bondorf,,200864,48.52327,8.827879,1.0,
Bondorf(b Herrenberg),200864.0,495579,48.523552,8.827662,,
Bonn Beuel Bf,,15777,50.738476,7.127656,1.0,
Bonn Hbf,,102949,50.732006,7.097131,1.0,
Bonn Hbf,102949.0,169683,50.73187,7.096987,,
Bonn-Beuel,15777.0,48975,50.738728,7.126748,,
Brandenburg Hbf,421477.0,208778,52.400276,12.565075,,2.0
Brandenburg Hbf,421477.0,589712,52.40021,12.565134,,3.0
"Brandenburg, Hauptbahnhof",,421477,52.400795,12.566036,1.0,
Bratislava hl.st.,,612840,48.15891,17.106466,1.0,
Bratislava hl.st.,612840.0,464460,48.15891,17.106466,,
Braunschweig Hbf,33222.0,456478,52.252216,10.540295,,
"Braunschweig, Hauptbahnhof",,33222,52.252644,10.539547,1.0,
Breclav,,378716,48.7539,16.893236,1.0,
Breclav,378716.0,613700,48.7539,16.893236,,
Breclav(Gr),,340051,48.71265,16.86837,1.0,
Breclav(Gr),340051.0,130738,48.71265,16.86837,,
Bregenz,,537816,47.503002,9.739627,1.0,
Bregenz,537816.0,423355,47.503002,9.739627,,
Bregenz Riedenburg,,318136,47.49291,9.721313,1.0,
Bregenz Riedenburg,318136.0,268205,47.49291,9.721313,,
Bremen Hbf,,655965,53.083256,8.813857,1.0,
Bremen Hbf,655965.0,178103,53.0835,8.81418,,
Bremen Hbf,655965.0,262975,53.082993,8.813512,,
Bremen Hbf,655965.0,286325,53.082947,8.813447,,
Bremen Hbf,655965.0,322094,53.083073,8.813611,,
Bremen Hbf,655965.0,341869,53.08342,8.814067,,
Bremen Hbf,655965.0,38228,53.083565,8.81426,,
Bremen Hbf,655965.0,474769,53.083275,8.813879,,
Bremen Hbf,655965.0,70123,53.083355,8.813982,,
Brennero/Brenner,,516331,47.002342,11.505426,1.0,
Brennero/Brenner,516331.0,225087,47.002342,11.505426,,
Bressanone/Brixen,,492732,46.709896,11.649764,1.0,
Bressanone/Brixen,492732.0,452980,46.709896,11.649764,,
Brig,,405511,46.319424,7.988095,1.0,
Brig,405511.0,290722,46.319424,7.988095,,
Brno hl.n.,,213572,49.19054,16.612774,1.0,
Brno hl.n.,213572.0,581834,49.19054,16.612774,,
Bruchsal,,403178,49.124924,8.590347,1.0,
Bruchsal,403178.0,527531,49.124622,8.589649,,
Bruck/Mur,,228903,47.41388,15.279491,1.0,
Bruck/Mur,228903.0,632712,47.41388,15.279491,,
Brugg AG,,327584,47.48086,8.208845,1.0,
Brugg AG,327584.0,486420,47.48086,8.208845,,
Bruxelles Midi,,207764,50.835377,4.335694,1.0,
Bruxelles Midi,207764.0,513772,50.835377,4.335694,,
Bruxelles-Nord,,570491,50.860237,4.361454,1.0,
Bruxelles-Nord,570491.0,205453,50.860237,4.361454,,
Brzeg,,235320,50.85297,17.471178,1.0,
Brzeg,235320.0,37061,50.85297,17.471178,,
Brzeg Dolny,,462005,51.266193,16.726768,1.0,
Brzeg Dolny,462005.0,629401,51.266193,16.726768,,
Brzesko Okocim,,124765,49.986397,20.6103,1.0,
Brzesko Okocim,124765.0,450717,49.986397,20.6103,,
Buchloe,,413039,48.033722,10.716219,1.0,
Buchloe,413039.0,352384,48.033722,10.716217,,
Budapest-Kelenföld,,536022,47.464355,19.020456,1.0,
Budapest-Kelenföld,536022.0,38102,47.464355,19.020456,,
Budapest-Keleti,,35849,47.50038,19.085072,1.0,
Budapest-Keleti,35849.0,451129,47.50038,19.085072,,
Budapest-Nyugati,,340523,47.510708,19.057467,1.0,
Budapest-Nyugati,340523.0,111449,47.510708,19.057467,,
Bydgoszcz Glowna,,83773,53.135113,17.991636,1.0,
Bydgoszcz Glowna,83773.0,236036,53.135113,17.991636,,
Böblingen,,489599,48.687847,9.004533,1.0,
Böblingen,489599.0,509744,48.68776,9.004128,,
Bünde(Westf),248347.0,191872,52.202076,8.573876,,
"Bünde, Bahnhof / ZOB",,248347,52.202076,8.573871,1.0,
Bützow,288369.0,203501,53.837112,11.998194,,
Bützow Bahnhof,,288369,53.837006,11.997513,1.0,
Celle,109709.0,347749,52.620457,10.062468,,
Celle Bahnhof,,109709,52.62075,10.064787,1.0,
Ceska Trebova,,90405,49.897324,16.446808,1.0,
Ceska Trebova,90405.0,631298,49.897324,16.446808,,
Chalupki,,435185,49.925476,18.311562,1.0,
Chalupki,435185.0,334680,49.925476,18.311562,,
Chelm,,195380,51.141197,23.494036,1.0,
Chelm,195380.0,400127,51.141197,23.494036,,
Chelm Miasto,,532332,51.138405,23.459185,1.0,
Chelm Miasto,532332.0,144809,51.138405,23.459185,,
Chojna,,343505,52.963406,14.443931,1.0,
Chojna,343505.0,400307,52.963406,14.443931,,
Chojnow,,109091,51.277657,15.937051,1.0,
Chojnow,109091.0,273273,51.277657,15.937051,,
Choszczno,,659392,53.16528,15.403792,1.0,
Choszczno,659392.0,601356,53.16528,15.403792,,
Chur,,216266,46.853085,9.528938,1.0,
Chur,216266.0,423908,46.853085,9.528938,,
Coburg,,625437,50.262924,10.957326,1.0,
Coburg,625437.0,461857,50.262928,10.957328,,
Cottbus Hbf,58073.0,629326,51.750957,14.324162,,
"Cottbus, Hauptbahnhof",,58073,51.750984,14.324464,1.0,
Crailsheim,22940.0,387864,49.13787,10.064326,,
Crailsheim Bahnhof,,22940,49.137913,10.06432,1.0,
D-Flughafen Bf,,143024,51.29158,6.787041,1.0,
Dabrowa Gornicza,,111039,50.330173,19.185452,1.0,
Dabrowa Gornicza,111039.0,243678,50.330173,19.185452,,
Darmstadt Hauptbahnhof,,377382,49.87194,8.631148,1.0,
Darmstadt Hbf,377382.0,125242,49.8725,8.629636,,
Debica,,96189,50.054417,21.405565,1.0,
Debica,96189.0,179856,50.054417,21.405565,,
Deblin,,461035,51.577408,21.834736,1.0,
Deblin,461035.0,641178,51.577408,21.834736,,
Decin hl.n.,,443315,50.773193,14.200972,1.0,
Decin hl.n.,443315.0,242585,50.773415,14.201247,,
Delmenhorst,,402910,53.05278,8.629879,1.0,
Delmenhorst,402910.0,468608,53.05279,8.629758,,
Dessau Hbf,,87039,51.839867,12.234945,1.0,
Dessau Hbf,87039.0,365251,51.839867,12.234945,,
Deventer,,491061,52.257435,6.160506,1.0,
Deventer,491061.0,322346,52.257435,6.160506,,
Diepholz,,521040,52.6046,8.380249,1.0,
Diepholz,521040.0,133275,52.6046,8.380267,,
Diepholz,521040.0,292597,52.604637,8.38013,,
Dillenburg,109880.0,168708,50.734943,8.294621,,
Dillenburg Bahnhof,,109880,50.734905,8.294586,1.0,
Dobiegniew,,109491,52.968422,15.746908,1.0,
Dobiegniew,109491.0,195350,52.968422,15.746908,,
Dobova,,74548,45.89839,15.655178,1.0,
Dobova,74548.0,267812,45.89839,15.655178,,
Dobova(Gr),,323538,45.890633,15.680238,1.0,
Dobova(Gr),323538.0,634830,45.890633,15.680238,,
Domazlice,,343153,49.434692,12.944582,1.0,
Domazlice,343153.0,186687,49.434692,12.944582,,
Donauwörth,,410640,48.714024,10.771447,1.0,
Donauwörth,410640.0,290344,48.714027,10.771443,,
Dorfgastein,,617837,47.238487,13.103074,1.0,
Dorfgastein,617837.0,161054,47.238487,13.103074,,
Dornbirn,,348681,47.41769,9.738808,1.0,
Dornbirn,348681.0,190846,47.41769,9.738808,,
Dortmund Hbf,,521668,51.51689,7.459592,1.0,
Dortmund Hbf,521668.0,627263,51.517895,7.45929,,
Dresden Bahnhof Neustadt,,74927,51.065426,13.740882,1.0,
Dresden Hauptbahnhof,,447389,51.03993,13.732932,1.0,
Dresden Hbf,447389.0,41387,51.04056,13.732035,,
Dresden-Neustadt,74927.0,296814,51.0659,13.740701,,
Duisburg Hbf,,291717,51.430454,6.774528,1.0,
Duisburg Hbf,291717.0,658480,51.429787,6.775903,,
Düren,,609062,50.809517,6.482451,1.0,
Düren,609062.0,78329,50.809517,6.482451,,
Düsseldorf Flughafen,143024.0,590176,51.292007,6.786836,,
Düsseldorf Hbf,,386277,51.220253,6.792997,1.0,
Düsseldorf Hbf,386277.0,146628,51.219963,6.794319,,
Eberswalde Hbf,36729.0,210047,52.83376,13.796866,,3.0
Eberswalde Hbf,36729.0,421575,52.833805,13.796755,,4.0
"Eberswalde, Hauptbahnhof",,36729,52.833683,13.79695,1.0,
Eindhoven Centraal,,330219,51.44302,5.479576,1.0,
Eindhoven Centraal,330219.0,623450,51.44302,5.479576,,
Eisenach Hbf,,93687,50.976894,10.331974,1.0,
Eisenach Hbf,93687.0,490261,50.975952,10.331229,,
Elsterwerda,299854.0,209060,51.46012,13.51666,,1.0
Elsterwerda,299854.0,356334,51.459404,13.516305,,2.0
Elsterwerda,299854.0,544075,51.45942,13.516226,,3.0
"Elsterwerda, Bahnhof",,299854,51.459805,13.516412,1.0,
Emden Außenhafen,629792.0,128146,53.344498,7.186394,,
Emden Hbf,118219.0,171606,53.36933,7.195423,,
Emden(Ostfriesl) Außenhafen,,629792,53.344498,7.186394,1.0,
Emden(Ostfriesl) Hbf,,118219,53.36925,7.195502,1.0,
Emmerich,414988.0,23225,51.834175,6.25648,,
Emmerich Bahnhof,,414988,51.8338,6.254951,1.0,
Emmerich(Gr),,175818,51.901196,6.137652,1.0,
Emmerich(Gr),175818.0,20257,51.901196,6.137652,,
Engen,595232.0,274761,47.856346,8.772786,,
Engen Bahnhof,,595232,47.856163,8.772669,1.0,
Erfurt Hbf,475462.0,4207,50.971928,11.037424,,
"Erfurt, Hauptbahnhof",,475462,50.972057,11.037305,1.0,
Ergenzingen,6985.0,561907,48.489532,8.809857,,
Ergenzingen Bahnhof,,6985,48.489594,8.809949,1.0,
Erkelenz,,445465,51.076595,6.321634,1.0,
Erkelenz,445465.0,643479,51.076595,6.321634,,
Erlangen,,498717,49.595825,11.00164,1.0,
Erlangen,498717.0,241794,49.59583,11.001638,,
Essen Hbf,,391715,51.449734,7.012213,1.0,
Essen Hbf,391715.0,555221,51.451355,7.014793,,
Esslingen (N),,619575,48.73854,9.300582,1.0,
Esslingen(Neckar),619575.0,407405,48.738544,9.300522,,
Eutingen im Gäu,615320.0,65387,48.479954,8.782236,,
Eutingen im Gäu Bahnhof,,615320,48.47957,8.781643,1.0,
Feldkirch,,296520,47.24098,9.604102,1.0,
Feldkirch,296520.0,520321,47.24098,9.604102,,
Fieberbrunn,,525685,47.49114,12.528944,1.0,
Fieberbrunn,525685.0,171175,47.49114,12.528944,,
Finnentrop,48909.0,23206,51.173046,7.964563,,
Finnentrop Bf,,48909,51.173046,7.964562,1.0,
Fischen,,7415,47.456596,10.271723,1.0,
Fischen,7415.0,460362,47.456593,10.271717,,
Flensburg,,80849,54.774048,9.436687,1.0,
Flensburg,80849.0,156397,54.774227,9.436848,,
Flensburg,80849.0,624847,54.773857,9.436511,,
Flensburg [Grenze],,513502,54.814842,9.36324,1.0,
Flensburg(Gr),513502.0,543132,54.814842,9.36324,,
Flughafen BER,,673764,52.364605,13.509874,1.0,
Flughafen BER,673764.0,262099,52.364063,13.509307,,1.0
Flughafen BER,673764.0,543593,52.36424,13.509191,,3.0
Flughafen Köln/Bonn Bf,,491952,50.878902,7.119301,1.0,
Flughafen Wien,,456500,48.120823,16.562828,1.0,
Flughafen Wien,456500.0,587879,48.120823,16.562828,,
Forbach(F),,533347,49.189217,6.900258,1.0,
Forbach(F),533347.0,456660,49.189217,6.900258,,
Forbach(fr),,447625,49.21409,6.944314,1.0,
Forbach(fr),447625.0,353851,49.21409,6.944314,,
Fortezza/Franzensfeste,,433611,46.78872,11.610083,1.0,
Fortezza/Franzensfeste,433611.0,614718,46.78872,11.610083,,
Frankfurt (Main) Flughafen Fernbahnhof,,406057,50.052914,8.569788,1.0,
Frankfurt (Main) Flughafen Regionalbahnhof,,107175,50.0512,8.571423,1.0,
Frankfurt (Main) Hauptbahnhof,,530593,50.107155,8.663759,1.0,
Frankfurt (Main) Südbahnhof,,304143,50.099327,8.686442,1.0,
Frankfurt (Main) Westbahnhof,,240274,50.11945,8.63946,1.0,
"Frankfurt (Oder), Bahnhof",,373154,52.336708,14.547147,1.0,
Frankfurt(M) Flughafen Fernbf,406057.0,369176,50.053165,8.570185,,
Frankfurt(M) Flughafen Regionalbf,107175.0,487438,50.05122,8.571251,,
Frankfurt(Main)Hbf,530593.0,224953,50.10668,8.662828,,
Frankfurt(Main)Süd,304143.0,293998,50.099365,8.686457,,
Frankfurt(Main)West,240274.0,380952,50.1193,8.639395,,
Frankfurt(Oder),373154.0,258418,52.336643,14.54624,,9.0
Frankfurt(Oder),373154.0,399334,52.336563,14.545988,,11.0
Frankfurt(Oder),373154.0,498308,52.336517,14.545882,,12.0
Frankfurt(Oder),373154.0,648240,52.336605,14.546146,,10.0
Frankfurt(Oder)(Gr),,87580,52.321175,14.576403,1.0,
Frankfurt(Oder)(Gr),87580.0,214751,52.321175,14.576403,,
Fredericia st,,258828,55.56809,9.738813,1.0,
Fredericia st,258828.0,463680,55.56809,9.738813,,
Freiburg Hauptbahnhof,,448794,47.99746,7.840954,1.0,
"Freiburg, Hauptbahnhof",448794.0,482402,47.99793,7.842544,,
Freilassing,,634132,47.836914,12.977197,1.0,
Freilassing,634132.0,501941,47.836918,12.977193,,
Frick,,609553,47.507347,8.013092,1.0,
Frick,609553.0,279631,47.507347,8.013092,,
Friedberg (Hessen) Bahnhof,,676255,50.332745,8.761246,1.0,
Friedberg(Hess),676255.0,428133,50.332607,8.762056,,
Friedrichsh. Stadtbahnhof,,505795,47.653057,9.473426,1.0,
Friedrichshafen Stadt,505795.0,295075,47.653225,9.4739,,
Fulda,81630.0,242629,50.554905,9.684169,,
Fulda Bahnhof,,81630,50.554924,9.683767,1.0,
Fürth (Bay) Hbf,,197752,49.469707,10.989989,1.0,
Fürth(Bay)Hbf,197752.0,551777,49.469707,10.989988,,
Garmisch-Partenkirchen,,90157,47.491455,11.097014,1.0,
Garmisch-Partenkirchen,90157.0,45448,47.49145,11.097013,,
Gdansk Glowny,,659849,54.35552,18.643803,1.0,
Gdansk Glowny,659849.0,267329,54.35552,18.643803,,
Gdansk Oliwa,,76070,54.409893,18.571741,1.0,
Gdansk Oliwa,76070.0,104177,54.409893,18.571741,,
Gdansk Wrzeszcz,,204912,54.38186,18.605434,1.0,
Gdansk Wrzeszcz,204912.0,626903,54.38186,18.605434,,
Gdynia Glowna,,251182,54.52084,18.529556,1.0,
Gdynia Glowna,251182.0,536493,54.52084,18.529556,,
Geilenkirchen,,24299,50.96104,6.124518,1.0,
Geilenkirchen,24299.0,75771,50.96104,6.124518,,
Gelsenkirchen Hbf,,112253,51.504925,7.102206,1.0,
Gelsenkirchen Hbf,112253.0,565202,51.5049,7.102455,,
Gera Hbf,,667279,50.88342,12.077098,1.0,
Gera Hbf,667279.0,513165,50.883102,12.078252,,
Gießen,240962.0,381020,50.57906,8.661462,,
Gießen Bahnhof,,240962,50.579884,8.663799,1.0,
Gliwice,,253158,50.301105,18.677158,1.0,
Gliwice,253158.0,321746,50.301105,18.677158,,
Glogow,,621943,51.668957,16.079712,1.0,
Glogow,621943.0,271115,51.668957,16.079712,,
Gniezno,,486732,52.52965,17.602184,1.0,
Gniezno,486732.0,552791,52.52965,17.602184,,
Goleniow,,116342,53.559483,14.839893,1.0,
Goleniow,116342.0,346886,53.559483,14.839893,,
Golling-Abtenau,,463526,47.60081,13.164054,1.0,
Golling-Abtenau,463526.0,279813,47.60081,13.164054,,
Gotha,,540728,50.93905,10.712328,1.0,
Gotha,540728.0,410264,50.93907,10.712568,,
Graz Hbf,,296996,47.0724,15.416519,1.0,
Graz Hbf,296996.0,612822,47.0724,15.416519,,
Greifswald,,542857,54.092926,13.370264,1.0,
Greifswald,542857.0,268295,54.092922,13.370262,,
Gryfino,,508193,53.254215,14.49302,1.0,
Gryfino,508193.0,239640,53.254215,14.49302,,
Györ,,432499,47.68198,17.63479,1.0,
Györ,432499.0,208705,47.68198,17.63479,,
Gäufelden,,433299,48.559715,8.850103,1.0,
Gäufelden,433299.0,644300,48.55966,8.850308,,
Göppingen,,149568,48.70012,9.652344,1.0,
Göppingen,149568.0,501307,48.700027,9.651969,,
Göttingen,,483251,51.53672,9.925875,1.0,
Göttingen,483251.0,149946,51.536682,9.926424,,
Göttingen,483251.0,17421,51.53667,9.925681,,
Göttingen,483251.0,238103,51.536865,9.92561,,
Göttingen,483251.0,24076,51.536587,9.925826,,
Göttingen,483251.0,419219,51.53674,9.925647,,
Göttingen,483251.0,502463,51.53698,9.925599,,
Günzburg,,399500,48.460564,10.27926,1.0,
Günzburg,399500.0,624010,48.460564,10.279262,,
Gütersloh Hbf,301845.0,336307,51.90694,8.385071,,
"Gütersloh, Hbf/ZOB",,301845,51.906944,8.385072,1.0,
Halle(Saale)Hbf,,254666,51.47751,11.987085,1.0,
Halle(Saale)Hbf,254666.0,463003,51.47751,11.987085,,
Hamburg Dammtor,158769.0,99977,53.560764,9.989574,,
Hamburg Hbf,456959.0,516177,53.55274,10.006905,,
"Hamburg, Hamburg Dammtor",,158769,53.560795,9.989409,1.0,
"Hamburg, Hamburg Hbf",,456959,53.552753,10.007925,1.0,
"Hamburg, Hamburg-Altona",,441125,53.553257,9.93541,1.0,
"Hamburg, Hamburg-Harburg",,307323,53.456387,9.990953,1.0,
Hamburg-Altona(S),441125.0,150908,53.552704,9.935187,,
Hamburg-Harburg(S),307323.0,478339,53.455914,9.99171,,
"Hamm (Westf), Hauptbahnhof",,357427,51.678078,7.807824,1.0,
Hamm(Westf)Hbf,357427.0,669503,51.678078,7.807821,,
Hanau Hauptbahnhof,,161152,50.121346,8.928415,1.0,
Hanau Hbf,161152.0,28963,50.120953,8.929,,
Hannover Bahnhof Linden/Fischerhof,,366478,52.35274,9.722152,1.0,
Hannover Hauptbahnhof,,89149,52.37649,9.74107,1.0,
Hannover Hbf,89149.0,418567,52.376762,9.741021,,
Hannover Messe / Laatzen,,265698,52.317486,9.792149,1.0,
Hannover Messe/Laatzen,265698.0,642536,52.3169,9.792863,,
Hannover-Linden/Fischerhof,366478.0,587182,52.352634,9.723114,,
Hauptbahnhof (oben),,132999,48.784878,9.182794,1.0,
Hauptbahnhof A1,571916.0,162315,54.315235,10.131234,,
Hegyeshalom,,89105,47.913975,17.145296,1.0,
Hegyeshalom,89105.0,5485,47.913975,17.145296,,
Hegyeshalom(Gr),,9166,47.93826,17.095844,1.0,
Hegyeshalom(Gr),9166.0,660623,47.93826,17.095844,,
Heide(Holst),,512407,54.192932,9.101242,1.0,
Heide(Holst),512407.0,125405,54.19306,9.101122,,
Heide(Holst),512407.0,540515,54.19317,9.100833,,
Heidelberg Hbf,108463.0,321373,49.40357,8.675442,,
"Heidelberg, Hauptbahnhof",,108463,49.404316,8.676243,1.0,
Helmstedt,273700.0,152058,52.222088,11.010553,,
"Helmstedt, Bahnhof",,273700,52.22207,11.010093,1.0,
Hengelo,,289346,52.261852,6.793726,1.0,
Hengelo,289346.0,624540,52.261852,6.793726,,
Herford,670501.0,35472,52.11961,8.663643,,
"Herford, Bahnhof/ZOB",,670501,52.11961,8.66364,1.0,
Hermsdorf-Klosterlausnitz,,17595,50.90385,11.858619,1.0,
Hermsdorf-Klosterlausnitz,17595.0,355561,50.903778,11.858626,,
Herne Wanne-Eickel Hbf,,490070,51.531254,7.16578,1.0,
Herne-Wanne-Eickel Hbf,490070.0,348627,51.531258,7.165783,,
Herrenberg,,549898,48.59406,8.86346,1.0,
Herrenberg,549898.0,381313,48.59399,8.862662,,
Herzogenrath,,597393,50.870914,6.094486,1.0,
Herzogenrath,597393.0,500977,50.870914,6.094486,,
Hildesheim Hauptbahnhof,,657213,52.159668,9.952588,1.0,
Hildesheim Hbf,657213.0,245983,52.160625,9.953497,,
Hilversum,,275210,52.22667,5.181399,1.0,
Hilversum,275210.0,166684,52.22667,5.181399,,
Hnevice,,621185,50.452686,14.361715,1.0,
Hnevice,621185.0,279550,50.452686,14.361715,,
Hochfilzen,,229517,47.467712,12.626525,1.0,
Hochfilzen,229517.0,185597,47.467712,12.626525,,
Hohenems,,94866,47.364708,9.681001,1.0,
Hohenems,94866.0,678666,47.364708,9.681001,,
Holysov,,9079,49.597546,13.10137,1.0,
Holysov,9079.0,369389,49.597546,13.10137,,
Homburg (Saar) Hbf,,294836,49.32808,7.337035,1.0,
Homburg(Saar)Hbf,294836.0,345124,49.327606,7.336528,,4.0
